bookmaker,canonical_player_id,detail,game_id,line,market,model_version,player_name,readiness,reason,season,side,team,week
bovada,4373626,prediction probability unavailable,espn-401772830,22.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
betonlineag,4373626,prediction probability unavailable,espn-401772830,23.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
draftkings,4373626,prediction probability unavailable,espn-401772830,23.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
betmgm,4373626,prediction probability unavailable,espn-401772830,24.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
betrivers,4373626,prediction probability unavailable,espn-401772830,24.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
williamhill_us,4373626,prediction probability unavailable,espn-401772830,24.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
fanduel,4373626,prediction probability unavailable,espn-401772830,25.5,rushing_yards,,Tyler Allgeier,,PREDICTION_MISSING,2025,UNDER,ATL,1
betmgm,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
betonlineag,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
betrivers,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
bovada,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
fanatics,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
draftkings,4430807,prediction probability unavailable,espn-401772830,17.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
fanduel,4430807,prediction probability unavailable,espn-401772830,17.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
betmgm,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
betonlineag,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
betrivers,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
bovada,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
fanatics,4430807,prediction probability unavailable,espn-401772830,16.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
draftkings,4430807,prediction probability unavailable,espn-401772830,17.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
fanduel,4430807,prediction probability unavailable,espn-401772830,17.5,rushing_attempts,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
betmgm,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
draftkings,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
fanatics,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
fanduel,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
betonlineag,4430807,prediction probability unavailable,espn-401772830,76.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
betrivers,4430807,prediction probability unavailable,espn-401772830,76.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
williamhill_us,4430807,prediction probability unavailable,espn-401772830,76.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
bovada,4430807,prediction probability unavailable,espn-401772830,77.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,OVER,ATL,1
betmgm,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
draftkings,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
fanatics,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
fanduel,4430807,prediction probability unavailable,espn-401772830,75.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
betonlineag,4430807,prediction probability unavailable,espn-401772830,76.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
betrivers,4430807,prediction probability unavailable,espn-401772830,76.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
williamhill_us,4430807,prediction probability unavailable,espn-401772830,76.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
bovada,4430807,prediction probability unavailable,espn-401772830,77.5,rushing_yards,,Bijan Robinson,,PREDICTION_MISSING,2025,UNDER,ATL,1
betmgm,4567750,prediction probability unavailable,espn-401772830,55.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
fanatics,4567750,prediction probability unavailable,espn-401772830,55.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
betrivers,4567750,prediction probability unavailable,espn-401772830,57.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
bovada,4567750,prediction probability unavailable,espn-401772830,57.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
fanduel,4567750,prediction probability unavailable,espn-401772830,57.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
draftkings,4567750,prediction probability unavailable,espn-401772830,58.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
williamhill_us,4567750,prediction probability unavailable,espn-401772830,58.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
betonlineag,4567750,prediction probability unavailable,espn-401772830,60.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
betmgm,4567750,prediction probability unavailable,espn-401772830,55.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
fanatics,4567750,prediction probability unavailable,espn-401772830,55.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
betrivers,4567750,prediction probability unavailable,espn-401772830,57.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
bovada,4567750,prediction probability unavailable,espn-401772830,57.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
fanduel,4567750,prediction probability unavailable,espn-401772830,57.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
draftkings,4567750,prediction probability unavailable,espn-401772830,58.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
williamhill_us,4567750,prediction probability unavailable,espn-401772830,58.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
betonlineag,4567750,prediction probability unavailable,espn-401772830,60.5,receiving_yards,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
betmgm,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
betonlineag,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
bovada,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
draftkings,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
fanduel,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
williamhill_us,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
betrivers,4567750,prediction probability unavailable,espn-401772830,5.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
fanatics,4567750,prediction probability unavailable,espn-401772830,5.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,OVER,TB,1
betmgm,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
betonlineag,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
bovada,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
draftkings,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
fanduel,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
williamhill_us,4567750,prediction probability unavailable,espn-401772830,4.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
betrivers,4567750,prediction probability unavailable,espn-401772830,5.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
fanatics,4567750,prediction probability unavailable,espn-401772830,5.5,receptions,,Emeka Egbuka,,PREDICTION_MISSING,2025,UNDER,TB,1
betmgm,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
betonlineag,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
betrivers,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
draftkings,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
fanduel,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
bovada,4596448,prediction probability unavailable,espn-401772830,15.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
fanatics,4596448,prediction probability unavailable,espn-401772830,15.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
betmgm,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
betonlineag,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
betrivers,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
draftkings,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
fanduel,4596448,prediction probability unavailable,espn-401772830,14.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
bovada,4596448,prediction probability unavailable,espn-401772830,15.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
fanatics,4596448,prediction probability unavailable,espn-401772830,15.5,rushing_attempts,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
betmgm,4596448,prediction probability unavailable,espn-401772830,66.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
bovada,4596448,prediction probability unavailable,espn-401772830,68.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
betrivers,4596448,prediction probability unavailable,espn-401772830,70.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
fanatics,4596448,prediction probability unavailable,espn-401772830,70.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
williamhill_us,4596448,prediction probability unavailable,espn-401772830,70.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
draftkings,4596448,prediction probability unavailable,espn-401772830,71.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
fanduel,4596448,prediction probability unavailable,espn-401772830,71.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
betonlineag,4596448,prediction probability unavailable,espn-401772830,72.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,OVER,TB,1
betmgm,4596448,prediction probability unavailable,espn-401772830,66.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
bovada,4596448,prediction probability unavailable,espn-401772830,68.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
betrivers,4596448,prediction probability unavailable,espn-401772830,70.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
fanatics,4596448,prediction probability unavailable,espn-401772830,70.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
williamhill_us,4596448,prediction probability unavailable,espn-401772830,70.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
draftkings,4596448,prediction probability unavailable,espn-401772830,71.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
fanduel,4596448,prediction probability unavailable,espn-401772830,71.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
betonlineag,4596448,prediction probability unavailable,espn-401772830,72.5,rushing_yards,,Bucky Irving,,PREDICTION_MISSING,2025,UNDER,TB,1
betonlineag,4697815,prediction probability unavailable,espn-401772830,5.5,rushing_attempts,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
betonlineag,4697815,prediction probability unavailable,espn-401772830,5.5,rushing_attempts,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
betmgm,4697815,prediction probability unavailable,espn-401772830,19.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
betonlineag,4697815,prediction probability unavailable,espn-401772830,20.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
betrivers,4697815,prediction probability unavailable,espn-401772830,20.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
fanatics,4697815,prediction probability unavailable,espn-401772830,20.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
fanduel,4697815,prediction probability unavailable,espn-401772830,21.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
williamhill_us,4697815,prediction probability unavailable,espn-401772830,21.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
draftkings,4697815,prediction probability unavailable,espn-401772830,22.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,OVER,TB,1
betmgm,4697815,prediction probability unavailable,espn-401772830,19.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
betonlineag,4697815,prediction probability unavailable,espn-401772830,20.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
betrivers,4697815,prediction probability unavailable,espn-401772830,20.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
fanatics,4697815,prediction probability unavailable,espn-401772830,20.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
fanduel,4697815,prediction probability unavailable,espn-401772830,21.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
williamhill_us,4697815,prediction probability unavailable,espn-401772830,21.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
draftkings,4697815,prediction probability unavailable,espn-401772830,22.5,rushing_yards,,Rachaad White,,PREDICTION_MISSING,2025,UNDER,TB,1
bovada,2977187,prediction probability unavailable,espn-401772831,38.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,2977187,prediction probability unavailable,espn-401772831,39.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,2977187,prediction probability unavailable,espn-401772831,39.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,2977187,prediction probability unavailable,espn-401772831,39.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,2977187,prediction probability unavailable,espn-401772831,40.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,2977187,prediction probability unavailable,espn-401772831,40.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
williamhill_us,2977187,prediction probability unavailable,espn-401772831,40.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,2977187,prediction probability unavailable,espn-401772831,41.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,2977187,prediction probability unavailable,espn-401772831,38.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,2977187,prediction probability unavailable,espn-401772831,39.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,2977187,prediction probability unavailable,espn-401772831,39.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,2977187,prediction probability unavailable,espn-401772831,39.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,2977187,prediction probability unavailable,espn-401772831,40.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,2977187,prediction probability unavailable,espn-401772831,40.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
williamhill_us,2977187,prediction probability unavailable,espn-401772831,40.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,2977187,prediction probability unavailable,espn-401772831,41.5,receiving_yards,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
williamhill_us,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
williamhill_us,2977187,prediction probability unavailable,espn-401772831,3.5,receptions,,Cooper Kupp,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,3117251,prediction probability unavailable,espn-401772831,13.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
betmgm,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
betonlineag,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
betrivers,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
draftkings,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
fanatics,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
fanduel,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
bovada,3117251,prediction probability unavailable,espn-401772831,13.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betmgm,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betonlineag,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betrivers,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
draftkings,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
fanatics,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
fanduel,3117251,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betmgm,3117251,prediction probability unavailable,espn-401772831,60.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
betrivers,3117251,prediction probability unavailable,espn-401772831,61.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
fanduel,3117251,prediction probability unavailable,espn-401772831,62.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
betonlineag,3117251,prediction probability unavailable,espn-401772831,63.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
draftkings,3117251,prediction probability unavailable,espn-401772831,63.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
bovada,3117251,prediction probability unavailable,espn-401772831,64.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
williamhill_us,3117251,prediction probability unavailable,espn-401772831,64.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,OVER,SF,1
betmgm,3117251,prediction probability unavailable,espn-401772831,60.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betrivers,3117251,prediction probability unavailable,espn-401772831,61.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
fanduel,3117251,prediction probability unavailable,espn-401772831,62.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betonlineag,3117251,prediction probability unavailable,espn-401772831,63.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
draftkings,3117251,prediction probability unavailable,espn-401772831,63.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
bovada,3117251,prediction probability unavailable,espn-401772831,64.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
williamhill_us,3117251,prediction probability unavailable,espn-401772831,64.5,rushing_yards,,Christian McCaffrey,,PREDICTION_MISSING,2025,UNDER,SF,1
betmgm,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
williamhill_us,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
williamhill_us,3912547,prediction probability unavailable,espn-401772831,1.5,passing_tds,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
