actual_stat,american_odds,baseline_edge,baseline_probability,bookmaker,candidate_edge,canonical_player_id,decimal_odds,decision,distribution,explanation_key,game_id,grade,line,market,model_probability,nested_configuration,nested_threshold,no_vig_market_probability,opponent,player_name,policy_expected_value,policy_probability,predicted_mean,predicted_variance,probability_bucket,profit_units,promotion_eligible,push_probability,research_only,residual_adjustment,residual_model_status,residual_probability,season,side,team,week
5.0,120.0,-0.4170366013071895,0.0078,betmgm,0.2605751974245408,15818,2.2,BET,poisson,espn-401671492|15818|receptions,espn-401671492,LOSS,5.5,receptions,0.6854117987317303,residual_half_life_9,0.01,0.4248366013071895,DET,Keenan Allen,0.019531470127178152,0.4634233955123537,6.892954789074872,6.3075500564307525,60-70%,-1.0,False,0.0,True,0.0385867942051642,READY_WALK_FORWARD,0.4634233955123537,2024,OVER,CHI,13
2.0,128.0,0.005710300111152311,0.4179,betonlineag,0.1291408846992519,3046779,2.2800000000000002,BET,negative_binomial,espn-401671492|3046779|passing_tds,espn-401671492,LOSS,1.5,passing_tds,0.5413305845880996,residual_half_life_9,0.01,0.4121896998888477,CHI,Jared Goff,0.021917541740420265,0.4482094481317632,1.5497015423701364,1.0916002284979451,50-60%,-1.0,False,0.0,True,0.03601974824291554,READY_WALK_FORWARD,0.4482094481317632,2024,UNDER,DET,13
2.0,310.0,0.06758490566037734,0.294,betrivers,-0.022686361347673156,3046779,4.1,PASS,negative_binomial,espn-401671492|3046779|passing_tds,espn-401671492,LOSS,2.5,passing_tds,0.2037287329919495,residual_half_life_9,0.01,0.22641509433962265,CHI,Jared Goff,0.03114136422172642,0.2514978937126162,1.5497015423701364,1.0916002284979451,20-30%,-1.0,False,0.0,True,0.02508279937299357,READY_WALK_FORWARD,0.2514978937126162,2024,OVER,DET,13
221.0,-110.0,0.26139999999999997,0.7614,fanduel,0.10694298313831874,3046779,1.9090909090909092,BET,student_t,espn-401671492|3046779|passing_yards,espn-401671492,LOSS,248.5,passing_yards,0.6069429831383187,residual_half_life_9,0.01,0.5,CHI,Jared Goff,0.010998544252563469,0.529570666037057,259.04041424719463,2258.6392973217044,60-70%,-1.0,False,0.0,True,0.029570666037057047,READY_WALK_FORWARD,0.529570666037057,2024,OVER,DET,13
221.0,170.0,0.17646106240330067,0.522,betrivers,0.04831217118057446,3046779,2.7,PASS,student_t,espn-401671492|3046779|passing_yards,espn-401671492,LOSS,269.5,passing_yards,0.3938511087772738,residual_half_life_9,0.01,0.34553893759669935,CHI,Jared Goff,0.02296177855342252,0.37887473279756384,259.04041424719463,2258.6392973217044,30-40%,-1.0,False,0.0,True,0.03333579520086449,READY_WALK_FORWARD,0.37887473279756384,2024,OVER,DET,13
221.0,220.0,0.12134704711347039,0.41,betrivers,0.012505204753599175,3046779,3.2,PASS,student_t,espn-401671492|3046779|passing_yards,espn-401671492,LOSS,279.5,passing_yards,0.30115815764012877,residual_half_life_9,0.01,0.2886529528865296,CHI,Jared Goff,0.037461435005320176,0.32420669843916256,259.04041424719463,2258.6392973217044,30-40%,-1.0,False,0.0,True,0.035553745552632965,READY_WALK_FORWARD,0.32420669843916256,2024,OVER,DET,13
221.0,285.0,0.06080175571691776,0.3014,betrivers,-0.01775825140606163,3046779,3.85,PASS,student_t,espn-401671492|3046779|passing_yards,espn-401671492,LOSS,289.5,passing_yards,0.2228399928770206,residual_half_life_9,0.01,0.24059824428308224,CHI,Jared Goff,0.06745143747524585,0.27726011362993397,259.04041424719463,2258.6392973217044,20-30%,-1.0,False,0.0,True,0.03666186934685173,READY_WALK_FORWARD,0.27726011362993397,2024,OVER,DET,13
1.0,-174.0,0.11844684371440561,0.7078,williamhill_us,-0.08479622206720638,3046779,1.5747126436781609,PASS,negative_binomial,espn-401671492|3046779|rushing_attempts,espn-401671492,WIN,2.5,rushing_attempts,0.504556934218388,residual_half_life_9,0.01,0.5893531562855944,CHI,Jared Goff,0.03955766238127101,0.6601570556727779,2.6556235611292687,2.1422945172165186,50-60%,0.5747126436781609,False,0.0,True,0.07080389938718357,READY_WALK_FORWARD,0.6601570556727779,2024,UNDER,DET,13
1.0,-125.0,0.3369954314720811,0.8573,betmgm,0.3714048032263,3046779,1.8,BET,student_t,espn-401671492|3046779|rushing_yards,espn-401671492,WIN,0.5,rushing_yards,0.8917093717542188,residual_half_life_9,0.01,0.5203045685279188,CHI,Jared Goff,0.06668685160357735,0.5926038064464318,7.053374976186558,35.81528939729587,80-90%,0.8,False,0.0,True,0.072299237918513,READY_WALK_FORWARD,0.5926038064464318,2024,OVER,DET,13
1.0,-114.0,0.35719999999999996,0.8572,betonlineag,0.35769400414013763,3046779,1.8771929824561404,BET,student_t,espn-401671492|3046779|rushing_yards,espn-401671492,LOSS,1.5,rushing_yards,0.8576940041401376,residual_half_life_9,0.01,0.5,CHI,Jared Goff,0.07200289272247462,0.5710669615437481,7.053374976186558,35.81528939729587,80-90%,-1.0,False,0.0,True,0.07106696154374814,READY_WALK_FORWARD,0.5710669615437481,2024,OVER,DET,13
48.0,-110.0,-0.4982,0.0018,fanduel,0.15647140849329433,3134353,1.9090909090909092,BET,student_t,espn-401671492|3134353|receiving_yards,espn-401671492,WIN,21.5,receiving_yards,0.6564714084932943,residual_half_life_9,0.01,0.5,CHI,Tim Patrick,0.011217069510577271,0.5296851316483976,25.294153830075498,131.5135778246553,60-70%,0.9090909090909091,False,0.0,True,0.02968513164839759,READY_WALK_FORWARD,0.5296851316483976,2024,OVER,DET,13
26.0,-110.0,0.46319999999999995,0.9632,fanduel,0.4500744625921699,4258595,1.9090909090909092,BET,student_t,espn-401671492|4258595|receiving_yards,espn-401671492,LOSS,29.5,receiving_yards,0.9500744625921699,residual_half_life_9,0.01,0.5,DET,Cole Kmet,0.03796675560800994,0.543696871985148,54.30103128511346,252.18190152495677,90-100%,-1.0,False,0.0,True,0.043696871985148045,READY_WALK_FORWARD,0.543696871985148,2024,OVER,CHI,13
26.0,-105.0,0.4597045685279188,0.9394,bovada,0.4520359293764245,4258595,1.9523809523809523,BET,student_t,espn-401671492|4258595|receiving_yards,espn-401671492,LOSS,32.5,receiving_yards,0.9317313608485057,residual_half_life_9,0.01,0.4796954314720812,DET,Cole Kmet,0.018646126297265975,0.5217455768839655,54.30103128511346,252.18190152495677,90-100%,-1.0,False,0.0,True,0.04205014541188429,READY_WALK_FORWARD,0.5217455768839655,2024,OVER,CHI,13
26.0,110.0,0.468833296521259,0.9161,betrivers,0.46854852375879724,4258595,2.1,BET,student_t,espn-401671492|4258595|receiving_yards,espn-401671492,LOSS,34.5,receiving_yards,0.9158152272375383,residual_half_life_9,0.01,0.44726670347874103,DET,Cole Kmet,0.014559246020325434,0.4831234504858692,54.30103128511346,252.18190152495677,90-100%,-1.0,False,0.0,True,0.035856747007128154,READY_WALK_FORWARD,0.4831234504858692,2024,OVER,CHI,13
26.0,150.0,0.46701131498470944,0.8401,betrivers,0.48554385692361707,4258595,2.5,BET,student_t,espn-401671492|4258595|receiving_yards,espn-401671492,LOSS,39.5,receiving_yards,0.8586325419389076,residual_half_life_9,0.01,0.3730886850152905,DET,Cole Kmet,0.03281283751460562,0.41312513500584225,54.30103128511346,252.18190152495677,80-90%,-1.0,False,0.0,True,0.040036449990551726,READY_WALK_FORWARD,0.41312513500584225,2024,OVER,CHI,13
26.0,200.0,0.43691061093247585,0.7472,betrivers,0.45885113206510186,4258595,3.0,BET,student_t,espn-401671492|4258595|receiving_yards,espn-401671492,LOSS,44.5,receiving_yards,0.769140521132626,residual_half_life_9,0.01,0.3102893890675241,DET,Cole Kmet,0.04861891550374042,0.3495396385012468,54.30103128511346,252.18190152495677,70-80%,-1.0,False,0.0,True,0.039250249433722684,READY_WALK_FORWARD,0.3495396385012468,2024,OVER,CHI,13
26.0,265.0,0.3843121285923039,0.6376,betrivers,0.39051895332872166,4258595,3.65,BET,student_t,espn-401671492|4258595|receiving_yards,espn-401671492,LOSS,49.5,receiving_yards,0.6438068247364177,residual_half_life_9,0.01,0.25328787140769604,DET,Cole Kmet,0.05111011614441252,0.28797537428614045,54.30103128511346,252.18190152495677,60-70%,-1.0,False,0.0,True,0.03468750287844441,READY_WALK_FORWARD,0.28797537428614045,2024,OVER,CHI,13
3.0,122.0,0.31157321196358906,0.7342,fanduel,0.24888585481874076,4258595,2.2199999999999998,BET,poisson,espn-401671492|4258595|receptions,espn-401671492,LOSS,3.5,receptions,0.6715126428551517,residual_half_life_9,0.01,0.4226267880364109,DET,Cole Kmet,0.038793658274812515,0.46792507129496064,4.582995536188013,3.129340307843356,60-70%,-1.0,False,0.0,True,0.04529828325854973,READY_WALK_FORWARD,0.46792507129496064,2024,OVER,CHI,13
73.0,105.0,0.20569140205178316,0.6649,bovada,0.24232301028131975,4374302,2.05,BET,student_t,espn-401671492|4374302|receiving_yards,espn-401671492,WIN,71.5,receiving_yards,0.7015316082295366,residual_half_life_9,0.01,0.4592085979482169,CHI,Amon-Ra St. Brown,0.028633637299698367,0.5017725059998529,83.65571655984517,773.4351102102627,70-80%,1.05,False,0.0,True,0.04256390805163601,READY_WALK_FORWARD,0.5017725059998529,2024,OVER,DET,13
28.0,105.0,0.4216914020517831,0.8809,betmgm,0.42936613359221487,4426388,2.05,BET,student_t,espn-401671492|4426388|receiving_yards,espn-401671492,WIN,49.5,receiving_yards,0.8885747315404318,residual_half_life_9,0.01,0.4592085979482169,CHI,Jameson Williams,0.04501963943107956,0.5097656777712584,34.796871546978636,186.1202118231908,80-90%,1.05,False,0.0,True,0.05055707982304147,READY_WALK_FORWARD,0.5097656777712584,2024,UNDER,DET,13
6.0,-112.0,0.24219082023295596,0.7371,betrivers,0.35549226318523747,4430027,1.8928571428571428,BET,student_t,espn-401671492|4430027|receiving_yards,espn-401671492,LOSS,37.5,receiving_yards,0.8504014429522815,residual_half_life_9,0.01,0.494909179767044,CHI,Sam LaPorta,0.02860859556605455,0.5434158618084817,56.93435704597699,469.49481343929824,80-90%,-1.0,False,0.0,True,0.048506682041437654,READY_WALK_FORWARD,0.5434158618084817,2024,OVER,DET,13
6.0,102.0,0.21753447777956042,0.6828,betrivers,0.36147610805450475,4430027,2.02,BET,student_t,espn-401671492|4430027|receiving_yards,espn-401671492,LOSS,39.5,receiving_yards,0.8267416302749443,residual_half_life_9,0.01,0.46526552222043954,CHI,Sam LaPorta,0.03549021549769649,0.5126189185632161,56.93435704597699,469.49481343929824,80-90%,-1.0,False,0.0,True,0.04735339634277652,READY_WALK_FORWARD,0.5126189185632161,2024,OVER,DET,13
6.0,-110.0,0.15600000000000003,0.656,fanduel,0.3137693879639841,4430027,1.9090909090909092,BET,student_t,espn-401671492|4430027|receiving_yards,espn-401671492,LOSS,40.5,receiving_yards,0.8137693879639841,residual_half_life_9,0.01,0.5,CHI,Sam LaPorta,0.010236762414343736,0.5291716374551324,56.93435704597699,469.49481343929824,80-90%,-1.0,False,0.0,True,0.029171637455132404,READY_WALK_FORWARD,0.5291716374551324,2024,OVER,DET,13
6.0,175.0,0.0767496932515338,0.4154,betrivers,0.32319426621425384,4430027,2.75,BET,student_t,espn-401671492|4430027|receiving_yards,espn-401671492,LOSS,49.5,receiving_yards,0.66184457296272,residual_half_life_9,0.01,0.3386503067484662,CHI,Sam LaPorta,0.014084318930259077,0.36875793415645786,56.93435704597699,469.49481343929824,60-70%,-1.0,False,0.0,True,0.030107627407991666,READY_WALK_FORWARD,0.36875793415645786,2024,OVER,DET,13
6.0,230.0,0.017424148003894857,0.2998,betrivers,0.27245250232326346,4430027,3.3,BET,student_t,espn-401671492|4430027|receiving_yards,espn-401671492,LOSS,54.5,receiving_yards,0.5548283543193686,residual_half_life_9,0.01,0.28237585199610515,CHI,Sam LaPorta,0.023828025833485533,0.31025091691923806,56.93435704597699,469.49481343929824,50-60%,-1.0,False,0.0,True,0.02787506492313291,READY_WALK_FORWARD,0.31025091691923806,2024,OVER,DET,13
6.0,295.0,-0.022248788368336075,0.212,betrivers,0.20799269922723596,4430027,3.95,BET,student_t,espn-401671492|4430027|receiving_yards,espn-401671492,LOSS,59.5,receiving_yards,0.442241487595572,residual_half_life_9,0.01,0.23424878836833607,CHI,Sam LaPorta,0.02140562176952132,0.25858370171380285,56.93435704597699,469.49481343929824,40-50%,-1.0,False,0.0,True,0.02433491334546678,READY_WALK_FORWARD,0.25858370171380285,2024,OVER,DET,13
3.0,104.0,0.11705525085696483,0.5767,betrivers,0.19339300421943678,4430027,2.04,BET,poisson,espn-401671492|4430027|receptions,espn-401671492,LOSS,3.5,receptions,0.6530377533624719,residual_half_life_9,0.01,0.45964474914303516,CHI,Sam LaPorta,0.03178934641822584,0.5057790913814832,4.472468837256521,4.3478631508383625,60-70%,-1.0,False,0.0,True,0.04613434223844809,READY_WALK_FORWARD,0.5057790913814832,2024,OVER,DET,13
25.0,300.0,0.23729999999999996,0.4693,betrivers,0.2886058094190966,4431299,4.0,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,LOSS,24.5,receiving_yards,0.5206058094190966,residual_half_life_9,0.01,0.23200000000000004,DET,Rome Odunze,0.042609823470357355,0.26065245586758934,24.076723396561334,101.22164148532126,50-60%,-1.0,False,0.0,True,0.0286524558675893,READY_WALK_FORWARD,0.26065245586758934,2024,UNDER,CHI,13
25.0,215.0,0.38899859655356184,0.6839,betrivers,0.44634774222567897,4431299,3.15,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,WIN,29.5,receiving_yards,0.7412491456721171,residual_half_life_9,0.01,0.2949014034464381,DET,Rome Odunze,0.05009803279795,0.3333644548564921,24.076723396561334,101.22164148532126,70-80%,2.15,False,0.0,True,0.03846305141005396,READY_WALK_FORWARD,0.3333644548564921,2024,UNDER,CHI,13
25.0,155.0,0.4719999131190269,0.8369,betrivers,0.5157629801453417,4431299,2.55,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,WIN,34.5,receiving_yards,0.8806630670263148,residual_half_life_9,0.01,0.3649000868809731,DET,Rome Odunze,0.03832837889041041,0.4071875995648669,24.076723396561334,101.22164148532126,80-90%,1.55,False,0.0,True,0.0422875126838938,READY_WALK_FORWARD,0.4071875995648669,2024,UNDER,CHI,13
25.0,118.0,0.49581060887164774,0.9259,betrivers,0.5175603192329844,4431299,2.1799999999999997,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,WIN,39.5,receiving_yards,0.9476497103613366,residual_half_life_9,0.01,0.4300893911283522,DET,Rome Odunze,0.025073903974669243,0.47021738714434375,24.076723396561334,101.22164148532126,90-100%,1.18,False,0.0,True,0.04012799601599154,READY_WALK_FORWARD,0.47021738714434375,2024,UNDER,CHI,13
25.0,100.0,0.4993122448979591,0.9687,bovada,0.5070825231615452,4431299,2.0,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,WIN,44.5,receiving_yards,0.9764702782635861,residual_half_life_9,0.01,0.4693877551020409,DET,Rome Odunze,0.039200257792273874,0.5196001288961369,24.076723396561334,101.22164148532126,90-100%,1.0,False,0.0,True,0.050212373794096044,READY_WALK_FORWARD,0.5196001288961369,2024,UNDER,CHI,13
25.0,100.0,0.5041122448979591,0.9735,betmgm,0.5104330082459541,4431299,2.0,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,WIN,45.5,receiving_yards,0.979820763347995,residual_half_life_9,0.01,0.4693877551020409,DET,Rome Odunze,0.041573260837254544,0.5207866304186273,24.076723396561334,101.22164148532126,90-100%,1.0,False,0.0,True,0.05139887531658638,READY_WALK_FORWARD,0.5207866304186273,2024,UNDER,CHI,13
25.0,-105.0,0.49740456852791876,0.9771,draftkings,0.5029561191763297,4431299,1.9523809523809523,BET,student_t,espn-401671492|4431299|receiving_yards,espn-401671492,WIN,46.5,receiving_yards,0.9826515506484108,residual_half_life_9,0.01,0.4796954314720812,DET,Rome Odunze,0.02570777212398534,0.5253625174293584,24.076723396561334,101.22164148532126,90-100%,0.9523809523809523,False,0.0,True,0.04566708595727714,READY_WALK_FORWARD,0.5253625174293584,2024,UNDER,CHI,13
2.0,135.0,0.49887140255009105,0.8996,draftkings,0.4403113673877303,4431299,2.35,BET,poisson,espn-401671492|4431299|receptions,espn-401671492,WIN,3.5,receptions,0.8410399648376392,residual_half_life_9,0.01,0.4007285974499089,DET,Rome Odunze,0.048015381777596344,0.44596399224578565,2.0872827923907673,1.9512333517628653,80-90%,1.35,False,0.0,True,0.04523539479587674,READY_WALK_FORWARD,0.44596399224578565,2024,UNDER,CHI,13
3.0,188.0,-0.2060753246753247,0.1186,fanduel,-0.1309257593733939,4431611,2.88,PASS,negative_binomial,espn-401671492|4431611|passing_tds,espn-401671492,WIN,1.5,passing_tds,0.19374956530193077,residual_half_life_9,0.01,0.3246753246753247,DET,Caleb Williams,0.056810577328392564,0.3669481171279141,0.785218207611555,1.1095609954179237,10-20%,1.88,False,0.0,True,0.042272792452589414,READY_WALK_FORWARD,0.3669481171279141,2024,OVER,CHI,13
256.0,265.0,0.7446979591836735,0.9998,betrivers,0.1235842948126239,4431611,3.65,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,189.5,passing_yards,0.37868633562895043,residual_half_life_9,0.01,0.25510204081632654,DET,Caleb Williams,0.1303765737716447,0.30969221199223146,200.34499342682878,1840.4520373627086,30-40%,-1.0,False,0.0,True,0.05459017117590492,READY_WALK_FORWARD,0.30969221199223146,2024,UNDER,CHI,13
256.0,200.0,0.6896106109324759,0.9999,betrivers,0.180059147856671,4431611,3.0,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,199.5,passing_yards,0.4903485369241951,residual_half_life_9,0.01,0.3102893890675241,DET,Caleb Williams,0.1045884515095662,0.3681961505031887,200.34499342682878,1840.4520373627086,40-50%,-1.0,False,0.0,True,0.05790676143566459,READY_WALK_FORWARD,0.3681961505031887,2024,UNDER,CHI,13
256.0,150.0,0.6287425149700598,1.0,betrivers,0.2317648201917082,4431611,2.5,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,209.5,passing_yards,0.6030223052216483,residual_half_life_9,0.01,0.37125748502994016,DET,Caleb Williams,0.07477281146047532,0.4299091245841901,200.34499342682878,1840.4520373627086,60-70%,-1.0,False,0.0,True,0.05865163955424996,READY_WALK_FORWARD,0.4299091245841901,2024,UNDER,CHI,13
256.0,117.0,0.5668912415784407,1.0,betrivers,0.27224019198282523,4431611,2.17,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,219.5,passing_yards,0.7053489504043845,residual_half_life_9,0.01,0.43310875842155927,DET,Caleb Williams,0.06134971192252925,0.48910124973388447,200.34499342682878,1840.4520373627086,70-80%,-1.0,False,0.0,True,0.0559924913123252,READY_WALK_FORWARD,0.48910124973388447,2024,UNDER,CHI,13
256.0,-110.0,0.5,1.0,fanduel,0.2822414956978241,4431611,1.9090909090909092,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,228.5,passing_yards,0.7822414956978241,residual_half_life_9,0.01,0.5,DET,Caleb Williams,0.0423922763613338,0.5460150019035558,200.34499342682878,1840.4520373627086,70-80%,-1.0,False,0.0,True,0.046015001903555786,READY_WALK_FORWARD,0.5460150019035558,2024,UNDER,CHI,13
256.0,-105.0,0.5246062992125984,1.0,betmgm,0.314384118255219,4431611,1.9523809523809523,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,229.5,passing_yards,0.7897778190426207,residual_half_life_9,0.01,0.4753937007874017,DET,Caleb Williams,0.05534045426910039,0.5405402326744173,200.34499342682878,1840.4520373627086,70-80%,-1.0,False,0.0,True,0.06514653188701564,READY_WALK_FORWARD,0.5405402326744173,2024,UNDER,CHI,13
256.0,-121.0,0.4921176053284988,1.0,williamhill_us,0.29635652329333706,4431611,1.8264462809917354,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,231.5,passing_yards,0.8042389179648383,residual_half_life_9,0.01,0.5078823946715012,DET,Caleb Williams,0.01317404285710383,0.5547242497090931,200.34499342682878,1840.4520373627086,80-90%,-1.0,False,0.0,True,0.04684185503759186,READY_WALK_FORWARD,0.5547242497090931,2024,UNDER,CHI,13
256.0,-115.0,0.5,1.0,draftkings,0.31116545124227324,4431611,1.8695652173913042,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,232.5,passing_yards,0.8111654512422732,residual_half_life_9,0.01,0.5,DET,Caleb Williams,0.029569062811413416,0.5506997312712212,200.34499342682878,1840.4520373627086,80-90%,-1.0,False,0.0,True,0.05069973127122118,READY_WALK_FORWARD,0.5506997312712212,2024,UNDER,CHI,13
256.0,-108.0,0.5123152709359605,1.0,betonlineag,0.33673300335847267,4431611,1.925925925925926,BET,student_t,espn-401671492|4431611|passing_yards,espn-401671492,LOSS,234.5,passing_yards,0.8244177324225122,residual_half_life_9,0.01,0.4876847290640395,DET,Caleb Williams,0.04922868968679717,0.5447918196450677,200.34499342682878,1840.4520373627086,80-90%,-1.0,False,0.0,True,0.05710709058102825,READY_WALK_FORWARD,0.5447918196450677,2024,UNDER,CHI,13
4.0,-108.0,0.5060152709359605,0.9937,fanduel,0.09547660383412471,4431611,1.925925925925926,BET,negative_binomial,espn-401671492|4431611|rushing_attempts,espn-401671492,WIN,5.5,rushing_attempts,0.5831613328981642,residual_half_life_9,0.01,0.4876847290640395,DET,Caleb Williams,0.022568567015743835,0.53094906364279,5.211350675368485,6.408666057104127,50-60%,0.9259259259259259,False,0.0,True,0.04326433457875056,READY_WALK_FORWARD,0.53094906364279,2024,UNDER,CHI,13
39.0,105.0,0.5391914020517831,0.9984,bovada,0.2324279249551472,4431611,2.05,BET,student_t,espn-401671492|4431611|rushing_yards,espn-401671492,LOSS,30.5,rushing_yards,0.6916365229033641,residual_half_life_9,0.01,0.4592085979482169,DET,Caleb Williams,0.04032522123164095,0.5074757176739713,24.716470531325076,196.0810258663262,60-70%,-1.0,False,0.0,True,0.04826711972575437,READY_WALK_FORWARD,0.5074757176739713,2024,UNDER,CHI,13
39.0,-110.0,0.499,0.999,fanduel,0.2204313845616439,4431611,1.9090909090909092,BET,student_t,espn-401671492|4431611|rushing_yards,espn-401671492,LOSS,31.5,rushing_yards,0.7204313845616439,residual_half_life_9,0.01,0.5,DET,Caleb Williams,0.03850593297551386,0.5439792982252691,24.716470531325076,196.0810258663262,70-80%,-1.0,False,0.0,True,0.04397929822526914,READY_WALK_FORWARD,0.5439792982252691,2024,UNDER,CHI,13
39.0,-105.0,0.5239062992125982,0.9993,betmgm,0.2720451831476171,4431611,1.9523809523809523,BET,student_t,espn-401671492|4431611|rushing_yards,espn-401671492,LOSS,32.5,rushing_yards,0.7474388839350188,residual_half_life_9,0.01,0.4753937007874017,DET,Caleb Williams,0.03647173017326866,0.5308757642350889,24.716470531325076,196.0810258663262,70-80%,-1.0,False,0.0,True,0.05548206344768719,READY_WALK_FORWARD,0.5308757642350889,2024,UNDER,CHI,13
39.0,105.0,0.5402914020517832,0.9995,draftkings,0.3365870387471913,4431611,2.05,BET,student_t,espn-401671492|4431611|rushing_yards,espn-401671492,LOSS,34.5,rushing_yards,0.7957956366954082,residual_half_life_9,0.01,0.4592085979482169,DET,Caleb Williams,0.11046751262751797,0.5416914695743991,24.716470531325076,196.0810258663262,70-80%,-1.0,False,0.0,True,0.08248287162618217,READY_WALK_FORWARD,0.5416914695743991,2024,UNDER,CHI,13
39.0,-114.0,0.49960000000000004,0.9996,betonlineag,0.31711026981894885,4431611,1.8771929824561404,BET,student_t,espn-401671492|4431611|rushing_yards,espn-401671492,LOSS,35.5,rushing_yards,0.8171102698189489,residual_half_life_9,0.01,0.5,DET,Caleb Williams,0.05703741884788782,0.5630946997600897,24.716470531325076,196.0810258663262,80-90%,-1.0,False,0.0,True,0.06309469976008975,READY_WALK_FORWARD,0.5630946997600897,2024,UNDER,CHI,13
0.0,-110.0,0.49639999999999995,0.9964,fanduel,0.430549728709652,4039160,1.9090909090909092,BET,student_t,espn-401671620|4039160|receiving_yards,espn-401671620,LOSS,7.5,receiving_yards,0.930549728709652,residual_half_life_9,0.01,0.5,NE,Kylen Granson,0.011972308472053605,0.5300807330091709,25.496973509671005,174.46628459017143,90-100%,-1.0,False,0.0,True,0.030080733009170912,READY_WALK_FORWARD,0.5300807330091709,2024,OVER,IND,13
1.0,-114.0,-0.11459999999999998,0.3854,fanduel,0.10183082272713406,4242335,1.8771929824561404,BET,poisson,espn-401671620|4242335|receptions,espn-401671620,LOSS,1.5,receptions,0.6018308227271341,residual_half_life_9,0.01,0.5,NE,Jonathan Taylor,0.01565358199041539,0.5410491044248007,2.0291654470588165,1.2752735713690213,60-70%,-1.0,False,0.0,True,0.0410491044248007,READY_WALK_FORWARD,0.5410491044248007,2024,OVER,IND,13
25.0,-125.0,-0.5040045685279189,0.0163,draftkings,0.17944372452649293,4242335,1.8,BET,negative_binomial,espn-401671620|4242335|rushing_attempts,espn-401671620,WIN,18.5,rushing_attempts,0.6997482930544118,residual_half_life_9,0.01,0.5203045685279188,NE,Jonathan Taylor,0.08682243715459126,0.6037902428636618,21.019146261859238,16.517760464852532,60-70%,0.8,False,0.0,True,0.08348567433574294,READY_WALK_FORWARD,0.6037902428636618,2024,OVER,IND,13
25.0,-106.0,-0.47313997727641616,0.0086,betrivers,0.13557694765562756,4242335,1.9433962264150944,BET,negative_binomial,espn-401671620|4242335|rushing_attempts,espn-401671620,WIN,19.5,rushing_attempts,0.6173169249320437,residual_half_life_9,0.01,0.48173997727641615,NE,Jonathan Taylor,0.03587830236750522,0.5330247575289104,21.019146261859238,16.517760464852532,60-70%,0.9433962264150944,False,0.0,True,0.05128478025249428,READY_WALK_FORWARD,0.5330247575289104,2024,OVER,IND,13
96.0,-150.0,-0.4937716287215411,0.0684,betrivers,0.32192559928117415,4242335,1.6666666666666665,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,74.5,rushing_yards,0.8840972280027153,residual_half_life_9,0.01,0.5621716287215411,NE,Jonathan Taylor,0.03593966252293179,0.6215637975137591,105.60496368729086,871.2518792403883,80-90%,0.6666666666666666,False,0.0,True,0.05939216879221798,READY_WALK_FORWARD,0.6215637975137591,2024,OVER,IND,13
96.0,-120.0,-0.4613214574898786,0.0488,betmgm,0.34533591060117763,4242335,1.8333333333333335,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,78.5,rushing_yards,0.8554573680910562,residual_half_life_9,0.01,0.5101214574898786,NE,Jonathan Taylor,0.05984331432062995,0.5780963532657981,105.60496368729086,871.2518792403883,80-90%,0.8333333333333334,False,0.0,True,0.06797489577591953,READY_WALK_FORWARD,0.5780963532657981,2024,OVER,IND,13
96.0,-113.0,-0.45355039967206395,0.0444,betrivers,0.3494165626490738,4242335,1.8849557522123894,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,79.5,rushing_yards,0.8473669623211377,residual_half_life_9,0.01,0.49795039967206395,NE,Jonathan Taylor,0.06975813574990208,0.5675242692006522,105.60496368729086,871.2518792403883,80-90%,0.8849557522123894,False,0.0,True,0.0695738695285883,READY_WALK_FORWARD,0.5675242692006522,2024,OVER,IND,13
96.0,-115.0,-0.46,0.04,draftkings,0.3388827947599202,4242335,1.8695652173913042,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,80.5,rushing_yards,0.8388827947599202,residual_half_life_9,0.01,0.5,NE,Jonathan Taylor,0.07327879305020102,0.5740793544222006,105.60496368729086,871.2518792403883,80-90%,0.8695652173913043,False,0.0,True,0.0740793544222006,READY_WALK_FORWARD,0.5740793544222006,2024,OVER,IND,13
