actual_stat,american_odds,baseline_edge,baseline_probability,bookmaker,candidate_edge,canonical_player_id,decimal_odds,decision,distribution,explanation_key,game_id,grade,line,market,model_probability,nested_configuration,nested_threshold,no_vig_market_probability,opponent,player_name,policy_expected_value,policy_probability,predicted_mean,predicted_variance,probability_bucket,profit_units,promotion_eligible,push_probability,research_only,residual_adjustment,residual_model_status,residual_probability,season,side,team,week
233.0,-114.0,-0.06059999999999999,0.4394,betrivers,0.40472881878228795,15864,1.8771929824561404,BET,student_t,espn-401671660|15864|passing_yards,espn-401671660,WIN,255.5,passing_yards,0.904728818782288,residual_half_life_9,0.01,0.5,ARI,Geno Smith,0.03153050124490092,0.5495069025323304,198.0193810499716,2403.6020653533633,90-100%,0.8771929824561403,False,0.0,True,0.049506902532330366,READY_WALK_FORWARD,0.5495069025323304,2024,UNDER,SEA,14
233.0,-127.0,-0.0347090964566128,0.4897,betrivers,0.39239864711011063,15864,1.7874015748031495,BET,student_t,espn-401671660|15864|passing_yards,espn-401671660,WIN,259.5,passing_yards,0.9168077435667235,residual_half_life_9,0.01,0.5244090964566128,ARI,Geno Smith,0.016390508057678166,0.568641385565309,198.0193810499716,2403.6020653533633,90-100%,0.7874015748031497,False,0.0,True,0.04423228910869614,READY_WALK_FORWARD,0.568641385565309,2024,UNDER,SEA,14
1.0,-152.0,0.10470875842155913,0.6716,betrivers,0.05958237905092112,15864,1.6578947368421053,BET,negative_binomial,espn-401671660|15864|rushing_attempts,espn-401671660,LOSS,2.5,rushing_attempts,0.626473620629362,residual_half_life_9,0.01,0.5668912415784408,ARI,Geno Smith,0.07890939369777539,0.6507707454050073,3.2307347501937467,1.9066704463053008,60-70%,-1.0,False,0.0,True,0.0838795038265665,READY_WALK_FORWARD,0.6507707454050073,2024,OVER,SEA,14
1.0,-172.0,-0.034859036719122605,0.5598,betonlineag,0.0010255298320911432,15864,1.5813953488372094,PASS,negative_binomial,espn-401671660|15864|rushing_attempts,espn-401671660,WIN,3.5,rushing_attempts,0.5956845665512137,residual_half_life_9,0.01,0.5946590367191226,ARI,Geno Smith,0.09478902342610851,0.6922930589312156,3.2307347501937467,1.9066704463053008,50-60%,0.5813953488372093,False,0.0,True,0.09763402221209305,READY_WALK_FORWARD,0.6922930589312156,2024,UNDER,SEA,14
0.0,-110.0,0.05589999999999995,0.5559,fanduel,0.24986091930160814,15864,1.9090909090909092,BET,student_t,espn-401671660|15864|rushing_yards,espn-401671660,LOSS,12.5,rushing_yards,0.7498609193016081,residual_half_life_9,0.01,0.5,ARI,Geno Smith,0.07104738415610157,0.5610248202722437,17.67618468908037,84.67703017018958,70-80%,-1.0,False,0.0,True,0.06102482027224365,READY_WALK_FORWARD,0.5610248202722437,2024,OVER,SEA,14
0.0,105.0,0.47289140205178315,0.9321,bovada,0.3944181094548359,2577327,2.05,BET,student_t,espn-401671660|2577327|receiving_yards,espn-401671660,LOSS,31.5,receiving_yards,0.8536267074030528,residual_half_life_9,0.01,0.4592085979482169,ARI,Tyler Lockett,0.012294611379301768,0.49380224945331797,45.71656519672977,243.81159766118847,80-90%,-1.0,False,0.0,True,0.034593651505101075,READY_WALK_FORWARD,0.49380224945331797,2024,OVER,SEA,14
2.0,410.0,0.10292601143113306,0.2856,betrivers,-0.03349018036527848,3917315,5.1,PASS,negative_binomial,espn-401671660|3917315|passing_tds,espn-401671660,LOSS,0.5,passing_tds,0.14918380820358848,residual_half_life_9,0.01,0.18267398856886696,SEA,Kyler Murray,0.049835866132635465,0.20585016982992854,1.9025766213362134,1.5659839587752193,10-20%,-1.0,False,0.0,True,0.02317618126106158,READY_WALK_FORWARD,0.20585016982992854,2024,UNDER,ARI,14
259.0,255.0,0.34568559470770893,0.6076,betrivers,-0.04919044993466301,3917315,3.55,PASS,student_t,espn-401671660|3917315|passing_yards,espn-401671660,LOSS,199.5,passing_yards,0.2127239553576281,residual_half_life_9,0.01,0.2619144052922911,SEA,Kyler Murray,0.01777134461834351,0.2866961534136179,233.33775766120758,2537.107904071661,20-30%,-1.0,False,0.0,True,0.02478174812132683,READY_WALK_FORWARD,0.2866961534136179,2024,UNDER,ARI,14
259.0,285.0,-0.23949824428308225,0.0011,betrivers,-0.09563185129958401,3917315,3.85,PASS,student_t,espn-401671660|3917315|passing_yards,espn-401671660,LOSS,279.5,passing_yards,0.14496639298349823,residual_half_life_9,0.01,0.24059824428308224,SEA,Kyler Murray,0.011836072767762884,0.26281456435526307,233.33775766120758,2537.107904071661,10-20%,-1.0,False,0.0,True,0.02221632007218083,READY_WALK_FORWARD,0.26281456435526307,2024,OVER,ARI,14
3.0,-155.0,-0.3194476510067114,0.2527,draftkings,0.037235938759931475,3917315,1.6451612903225805,PASS,negative_binomial,espn-401671660|3917315|rushing_attempts,espn-401671660,LOSS,4.5,rushing_attempts,0.6093835897666429,residual_half_life_9,0.01,0.5721476510067114,SEA,Kyler Murray,0.08538959013453395,0.6597466136111874,5.2933137494797515,5.0193191540471735,60-70%,-1.0,False,0.0,True,0.08759896260447597,READY_WALK_FORWARD,0.6597466136111874,2024,OVER,ARI,14
3.0,-148.0,0.3155556877744722,0.8764,betrivers,0.0037924114252169128,3917315,1.6756756756756757,PASS,negative_binomial,espn-401671660|3917315|rushing_attempts,espn-401671660,WIN,5.5,rushing_attempts,0.5646367236507447,residual_half_life_9,0.01,0.5608443122255278,SEA,Kyler Murray,0.045173501937940175,0.6237325737371578,5.2933137494797515,5.0193191540471735,50-60%,0.6756756756756757,False,0.0,True,0.06288826151163007,READY_WALK_FORWARD,0.6237325737371578,2024,UNDER,ARI,14
7.0,100.0,0.3561534653465347,0.8215,betmgm,0.34864281449709456,4426385,2.0,BET,poisson,espn-401671660|4426385|receptions,espn-401671660,LOSS,3.5,receptions,0.8139893491505599,residual_half_life_9,0.01,0.4653465346534653,ARI,Zach Charbonnet,0.025732992948527045,0.5128664964742635,2.227141431313711,2.0723332522866564,80-90%,-1.0,False,0.0,True,0.04751996182079821,READY_WALK_FORWARD,0.5128664964742635,2024,UNDER,SEA,14
15.0,-110.0,-0.4001,0.0999,fanduel,0.32206115005994995,4429275,1.9090909090909092,BET,student_t,espn-401671660|4429275|rushing_yards,espn-401671660,LOSS,16.5,rushing_yards,0.82206115005995,residual_half_life_9,0.01,0.5,SEA,Trey Benson,0.10206576128158584,0.5772725416236878,26.165071005142796,150.57310709264064,80-90%,-1.0,False,0.0,True,0.0772725416236878,READY_WALK_FORWARD,0.5772725416236878,2024,OVER,ARI,14
82.0,100.0,0.22641224489795908,0.6958,bovada,0.4793068422497354,4430878,2.0,BET,student_t,espn-401671660|4430878|receiving_yards,espn-401671660,LOSS,63.5,receiving_yards,0.9486945973517763,residual_half_life_9,0.01,0.4693877551020409,ARI,Jaxon Smith-Njigba,0.013626116412317035,0.5068130582061585,36.97717668315345,294.62057864641463,90-100%,-1.0,False,0.0,True,0.037425303104117624,READY_WALK_FORWARD,0.5068130582061585,2024,UNDER,SEA,14
5.0,100.0,0.1961122448979591,0.6655,bovada,0.3684209243293245,4430878,2.0,BET,poisson,espn-401671660|4430878|receptions,espn-401671660,WIN,5.5,receptions,0.8378086794313654,residual_half_life_9,0.01,0.4693877551020409,ARI,Jaxon Smith-Njigba,0.013244066383849562,0.5066220331919248,3.6454321745510168,2.6222594966578123,80-90%,1.0,False,0.0,True,0.03723427808988389,READY_WALK_FORWARD,0.5066220331919248,2024,UNDER,SEA,14
49.0,240.0,0.4532408551068884,0.7264,betrivers,0.5600985039168667,4432708,3.4,BET,student_t,espn-401671660|4432708|receiving_yards,espn-401671660,LOSS,34.5,receiving_yards,0.8332576488099783,residual_half_life_9,0.01,0.27315914489311166,SEA,Marvin Harrison Jr.,0.025737572335188252,0.3016875212750554,24.936727169393066,133.10830994020955,80-90%,-1.0,False,0.0,True,0.02852837638194372,READY_WALK_FORWARD,0.3016875212750554,2024,UNDER,ARI,14
49.0,185.0,0.5244798705646061,0.8503,betrivers,0.5921223596215723,4432708,2.85,BET,student_t,espn-401671660|4432708|receiving_yards,espn-401671660,LOSS,39.5,receiving_yards,0.9179424890569662,residual_half_life_9,0.01,0.32582012943539385,SEA,Marvin Harrison Jr.,0.010735232160840935,0.354643941109067,24.936727169393066,133.10830994020955,90-100%,-1.0,False,0.0,True,0.02882381167367315,READY_WALK_FORWARD,0.354643941109067,2024,UNDER,ARI,14
3.0,100.0,-0.05988775510204092,0.4095,betrivers,0.33045816254427396,16731,2.0,BET,student_t,espn-401671690|16731|receiving_yards,espn-401671690,LOSS,29.5,receiving_yards,0.7998459176463149,residual_half_life_9,0.01,0.4693877551020409,CIN,Brandin Cooks,0.01238307705502839,0.5061915385275142,39.70274088257174,205.47090985563938,70-80%,-1.0,False,0.0,True,0.0368037834254733,READY_WALK_FORWARD,0.5061915385275142,2024,OVER,DAL,14
2.0,125.0,-0.36119632881085395,0.057,betrivers,-0.30159212219346504,2972515,2.25,PASS,negative_binomial,espn-401671690|2972515|passing_tds,espn-401671690,WIN,1.5,passing_tds,0.1166042066173889,residual_half_life_9,0.01,0.41819632881085395,CIN,Cooper Rush,0.05765846444570766,0.47007042864253673,0.5736361013945944,0.6031995536508725,10-20%,1.25,False,0.0,True,0.051874099831682785,READY_WALK_FORWARD,0.47007042864253673,2024,OVER,DAL,14
183.0,270.0,0.7492767598842816,1.0,betrivers,0.744524739127562,2972515,3.7,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,199.5,passing_yards,0.9952479792432803,residual_half_life_9,0.01,0.2507232401157184,CIN,Cooper Rush,0.3347867397171894,0.3607531728965377,43.173522205921984,2442.177461892032,90-100%,2.7,False,0.0,True,0.1100299327808193,READY_WALK_FORWARD,0.3607531728965377,2024,UNDER,DAL,14
183.0,200.0,0.69140625,1.0,betrivers,0.6877095285910749,2972515,3.0,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,209.5,passing_yards,0.9963032785910749,residual_half_life_9,0.01,0.30859375,CIN,Cooper Rush,0.23776168296951639,0.41258722765650546,43.173522205921984,2442.177461892032,90-100%,2.0,False,0.0,True,0.10399347765650546,READY_WALK_FORWARD,0.41258722765650546,2024,UNDER,DAL,14
183.0,155.0,0.6350999131190269,1.0,betrivers,0.6321964247535647,2972515,2.55,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,219.5,passing_yards,0.9970965116345378,residual_half_life_9,0.01,0.3649000868809731,CIN,Cooper Rush,0.17052710269672888,0.4590302363516584,43.173522205921984,2442.177461892032,90-100%,1.55,False,0.0,True,0.09413014947068532,READY_WALK_FORWARD,0.4590302363516584,2024,UNDER,DAL,14
183.0,118.0,0.5699106088716478,1.0,betrivers,0.5676092563780796,2972515,2.1799999999999997,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,229.5,passing_yards,0.9976986475064318,residual_half_life_9,0.01,0.4300893911283522,CIN,Cooper Rush,0.11047154972046014,0.5093906191378258,43.173522205921984,2442.177461892032,90-100%,1.18,False,0.0,True,0.07930122800947359,READY_WALK_FORWARD,0.5093906191378258,2024,UNDER,DAL,14
183.0,-110.0,0.5,1.0,fanduel,0.4980771525333665,2972515,1.9090909090909092,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,237.5,passing_yards,0.9980771525333665,residual_half_life_9,0.01,0.5,CIN,Cooper Rush,0.07066220218501196,0.5608230582873872,43.173522205921984,2442.177461892032,90-100%,0.9090909090909091,False,0.0,True,0.06082305828738721,READY_WALK_FORWARD,0.5608230582873872,2024,UNDER,DAL,14
183.0,-112.0,0.5030953363598845,1.0,betrivers,0.5012554200744135,2972515,1.8928571428571428,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,239.5,passing_yards,0.9981600837145291,residual_half_life_9,0.01,0.4969046636401156,CIN,Cooper Rush,0.059712291240888504,0.5598480029197147,43.173522205921984,2442.177461892032,90-100%,0.8928571428571429,False,0.0,True,0.06294333927959911,READY_WALK_FORWARD,0.5598480029197147,2024,UNDER,DAL,14
183.0,-115.0,0.497950399672064,1.0,betrivers,0.49615037698786923,2972515,1.8695652173913042,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,240.5,passing_yards,0.9981999773158052,residual_half_life_9,0.01,0.502049600327936,CIN,Cooper Rush,0.05129184992813879,0.5623188964731906,43.173522205921984,2442.177461892032,90-100%,0.8695652173913043,False,0.0,True,0.06026929614525456,READY_WALK_FORWARD,0.5623188964731906,2024,UNDER,DAL,14
183.0,-105.0,0.5203045685279188,1.0,draftkings,0.5185434314632864,2972515,1.9523809523809523,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,241.5,passing_yards,0.9982388629353676,residual_half_life_9,0.01,0.4796954314720812,CIN,Cooper Rush,0.06620951678656062,0.5461073134760432,43.173522205921984,2442.177461892032,90-100%,0.9523809523809523,False,0.0,True,0.06641188200396203,READY_WALK_FORWARD,0.5461073134760432,2024,UNDER,DAL,14
183.0,-103.0,0.529412918153653,1.0,williamhill_us,0.5276896875465377,2972515,1.970873786407767,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,242.5,passing_yards,0.9982767693928847,residual_half_life_9,0.01,0.470587081846347,CIN,Cooper Rush,0.0783680239151916,0.547152248587511,43.173522205921984,2442.177461892032,90-100%,0.970873786407767,False,0.0,True,0.07656516674116398,READY_WALK_FORWARD,0.547152248587511,2024,UNDER,DAL,14
183.0,-114.0,0.5,1.0,betonlineag,0.49838488850133555,2972515,1.8771929824561404,BET,student_t,espn-401671690|2972515|passing_yards,espn-401671690,WIN,245.5,passing_yards,0.9983848885013356,residual_half_life_9,0.01,0.5,CIN,Cooper Rush,0.05284295529306726,0.5608602659037835,43.173522205921984,2442.177461892032,90-100%,0.8771929824561403,False,0.0,True,0.06086026590378346,READY_WALK_FORWARD,0.5608602659037835,2024,UNDER,DAL,14
2.0,-160.0,-0.28916339869281044,0.286,betmgm,0.17380401005511104,2972515,1.625,BET,negative_binomial,espn-401671690|2972515|rushing_attempts,espn-401671690,WIN,1.5,rushing_attempts,0.7489674087479214,residual_half_life_9,0.01,0.5751633986928104,CIN,Cooper Rush,0.1600471234521751,0.7138751528936462,2.7496577559681126,2.9563888033062313,70-80%,0.625,False,0.0,True,0.1387117542008358,READY_WALK_FORWARD,0.7138751528936462,2024,OVER,DAL,14
2.0,-169.0,0.3169010643150373,0.9079,betonlineag,-0.10289639272907658,2972515,1.5917159763313609,PASS,negative_binomial,espn-401671690|2972515|rushing_attempts,espn-401671690,WIN,2.5,rushing_attempts,0.4881025429558862,residual_half_life_9,0.01,0.5909989356849628,CIN,Cooper Rush,0.039185977028996455,0.6528714874271391,2.7496577559681126,2.9563888033062313,40-50%,0.591715976331361,False,0.0,True,0.06187255174217632,READY_WALK_FORWARD,0.6528714874271391,2024,UNDER,DAL,14
5.0,-105.0,0.17811152431548832,0.6587,betrivers,0.2896637178955281,2972515,1.9523809523809523,BET,student_t,espn-401671690|2972515|rushing_yards,espn-401671690,WIN,2.5,rushing_yards,0.7702521935800397,residual_half_life_9,0.01,0.48058847568451163,CIN,Cooper Rush,0.1029752795024943,0.5649385577939605,6.269441916627208,36.91126729811284,70-80%,0.9523809523809523,False,0.0,True,0.08435008210944889,READY_WALK_FORWARD,0.5649385577939605,2024,OVER,DAL,14
4.0,-110.0,0.015599999999999947,0.5156,fanduel,0.4874881495835798,3051392,1.9090909090909092,BET,student_t,espn-401671690|3051392|rushing_yards,espn-401671690,LOSS,8.5,rushing_yards,0.9874881495835798,residual_half_life_9,0.01,0.5,CIN,Ezekiel Elliott,0.16300381864863023,0.6091924764349967,44.868444803589654,220.40769191115203,90-100%,-1.0,False,0.0,True,0.10919247643499674,READY_WALK_FORWARD,0.6091924764349967,2024,OVER,DAL,14
4.0,-109.0,-0.049007087394680404,0.4417,betrivers,0.49548890394975464,3051392,1.9174311926605505,BET,student_t,espn-401671690|3051392|rushing_yards,espn-401671690,LOSS,9.5,rushing_yards,0.986195991344435,residual_half_life_9,0.01,0.4907070873946804,CIN,Ezekiel Elliott,0.16230370390120774,0.6061775297857973,44.868444803589654,220.40769191115203,90-100%,-1.0,False,0.0,True,0.11547044239111692,READY_WALK_FORWARD,0.6061775297857973,2024,OVER,DAL,14
1.0,102.0,0.2158344777795605,0.6811,betrivers,0.14009093236685027,3676833,2.02,BET,poisson,espn-401671690|3676833|receptions,espn-401671690,WIN,1.5,receptions,0.6053564545872898,residual_half_life_9,0.01,0.46526552222043954,CIN,KaVontae Turpin,0.011104365528887605,0.5005467156083602,1.3610400229816326,0.9136071824736505,60-70%,1.02,False,0.0,True,0.03528119338792063,READY_WALK_FORWARD,0.5005467156083602,2024,UNDER,DAL,14
3.0,180.0,-0.20433333333333337,0.129,betrivers,-0.135420390812642,3915511,2.8,PASS,negative_binomial,espn-401671690|3915511|passing_tds,espn-401671690,WIN,2.5,passing_tds,0.19791294252069136,residual_half_life_9,0.01,0.33333333333333337,DAL,Joe Burrow,0.08546560356315236,0.38766628698684014,1.526811592252656,0.9304662059448983,10-20%,1.8,False,0.0,True,0.054332953653506766,READY_WALK_FORWARD,0.38766628698684014,2024,OVER,CIN,14
369.0,270.0,0.49877675988428166,0.7495,betrivers,0.589765820085403,3915511,3.7,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,239.5,passing_yards,0.8404890602011214,residual_half_life_9,0.01,0.2507232401157184,DAL,Joe Burrow,0.2706680734401774,0.3434238036324804,175.74672614596145,5536.38263681432,80-90%,-1.0,False,0.0,True,0.09270056351676198,READY_WALK_FORWARD,0.3434238036324804,2024,UNDER,CIN,14
369.0,200.0,0.52920625,0.8378,betrivers,0.5629931520858416,3915511,3.0,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,249.5,passing_yards,0.8715869020858416,residual_half_life_9,0.01,0.30859375,DAL,Joe Burrow,0.19349746239840904,0.39783248746613636,175.74672614596145,5536.38263681432,80-90%,-1.0,False,0.0,True,0.08923873746613636,READY_WALK_FORWARD,0.39783248746613636,2024,UNDER,CIN,14
369.0,155.0,0.5323999131190269,0.8973,betrivers,0.5321433553035034,3915511,2.55,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,259.5,passing_yards,0.8970434421844765,residual_half_life_9,0.01,0.3649000868809731,DAL,Joe Burrow,0.13949478426810102,0.4468606997129808,175.74672614596145,5536.38263681432,80-90%,-1.0,False,0.0,True,0.08196061283200773,READY_WALK_FORWARD,0.4468606997129808,2024,UNDER,CIN,14
369.0,120.0,0.5141729303547963,0.9396,betrivers,0.49220439628827517,3915511,2.2,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,269.5,passing_yards,0.9176314659334789,residual_half_life_9,0.01,0.4254270696452037,DAL,Joe Burrow,0.09133175005195804,0.49605988638725357,175.74672614596145,5536.38263681432,90-100%,-1.0,False,0.0,True,0.07063281674204985,READY_WALK_FORWARD,0.49605988638725357,2024,UNDER,CIN,14
369.0,-110.0,0.4617,0.9617,fanduel,0.43264742501732145,3915511,1.9090909090909092,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,278.5,passing_yards,0.9326474250173215,residual_half_life_9,0.01,0.5,DAL,Joe Burrow,0.0712709376052384,0.561141919697982,175.74672614596145,5536.38263681432,90-100%,-1.0,False,0.0,True,0.061141919697981995,READY_WALK_FORWARD,0.561141919697982,2024,UNDER,CIN,14
369.0,-103.0,0.49241291815365296,0.963,williamhill_us,0.463548407936366,3915511,1.970873786407767,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,279.5,passing_yards,0.934135489782713,residual_half_life_9,0.01,0.470587081846347,DAL,Joe Burrow,0.06340337517034889,0.5395593479928371,175.74672614596145,5536.38263681432,90-100%,-1.0,False,0.0,True,0.0689722661464901,READY_WALK_FORWARD,0.5395593479928371,2024,UNDER,CIN,14
369.0,-115.0,0.4666,0.9666,betmgm,0.4370119317753963,3915511,1.8695652173913042,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,281.5,passing_yards,0.9370119317753963,residual_half_life_9,0.01,0.5,DAL,Joe Burrow,0.04230957659503687,0.5575144246903686,175.74672614596145,5536.38263681432,90-100%,-1.0,False,0.0,True,0.057514424690368604,READY_WALK_FORWARD,0.5575144246903686,2024,UNDER,CIN,14
369.0,-108.0,0.48401527093596053,0.9717,betonlineag,0.4534028177352156,3915511,1.925925925925926,BET,student_t,espn-401671690|3915511|passing_yards,espn-401671690,LOSS,284.5,passing_yards,0.9410875467992551,residual_half_life_9,0.01,0.4876847290640395,DAL,Joe Burrow,0.04957589922960137,0.5449721015230622,175.74672614596145,5536.38263681432,90-100%,-1.0,False,0.0,True,0.05728737245902271,READY_WALK_FORWARD,0.5449721015230622,2024,UNDER,CIN,14
2.0,-150.0,-0.0804187772925764,0.4829,betmgm,0.2658181351842063,3915511,1.6666666666666665,BET,negative_binomial,espn-401671690|3915511|rushing_attempts,espn-401671690,LOSS,2.5,rushing_attempts,0.8291369124767827,residual_half_life_9,0.01,0.5633187772925764,DAL,Joe Burrow,0.1796124671570321,0.7077674802942193,4.524301598895299,4.1837442640750195,80-90%,-1.0,False,0.0,True,0.14444870300164292,READY_WALK_FORWARD,0.7077674802942193,2024,OVER,CIN,14
-2.0,-110.0,0.10170000000000001,0.6017,fanduel,0.4612595516322675,3915511,1.9090909090909092,BET,student_t,espn-401671690|3915511|rushing_yards,espn-401671690,LOSS,8.5,rushing_yards,0.9612595516322675,residual_half_life_9,0.01,0.5,DAL,Joe Burrow,0.17899440152846846,0.6175684960387215,21.63292010179209,58.517527879228865,90-100%,-1.0,False,0.0,True,0.11756849603872155,READY_WALK_FORWARD,0.6175684960387215,2024,OVER,CIN,14
-2.0,-112.0,0.03459533635988438,0.5315,betrivers,0.45512800846148543,3915511,1.8928571428571428,BET,student_t,espn-401671690|3915511|rushing_yards,espn-401671690,LOSS,9.5,rushing_yards,0.952032672101601,residual_half_life_9,0.01,0.4969046636401156,DAL,Joe Burrow,0.16232888775701626,0.6140605444754048,21.63292010179209,58.517527879228865,90-100%,-1.0,False,0.0,True,0.11715588083528922,READY_WALK_FORWARD,0.6140605444754048,2024,OVER,CIN,14
-2.0,-120.0,-0.042515270935960636,0.4698,betonlineag,0.4281579961814467,3915511,1.8333333333333335,BET,student_t,espn-401671690|3915511|rushing_yards,espn-401671690,LOSS,10.5,rushing_yards,0.9404732671174073,residual_half_life_9,0.01,0.5123152709359606,DAL,Joe Burrow,0.11501908015440698,0.6081922255387674,21.63292010179209,58.517527879228865,90-100%,-1.0,False,0.0,True,0.09587695460280676,READY_WALK_FORWARD,0.6081922255387674,2024,OVER,CIN,14
23.0,245.0,0.46344876325088336,0.732,betrivers,0.5257009591432811,4239993,3.45,BET,student_t,espn-401671690|4239993|receiving_yards,espn-401671690,WIN,54.5,receiving_yards,0.7942521958923977,residual_half_life_9,0.01,0.26855123674911663,DAL,Tee Higgins,0.021473973514929745,0.2960794126130231,42.2399912525851,312.30868518442367,70-80%,2.45,False,0.0,True,0.02752817586390649,READY_WALK_FORWARD,0.2960794126130231,2024,UNDER,CIN,14
23.0,195.0,0.5016004590601786,0.8171,betrivers,0.5530075176319476,4239993,2.95,BET,student_t,espn-401671690|4239993|receiving_yards,espn-401671690,WIN,59.5,receiving_yards,0.8685070585717689,residual_half_life_9,0.01,0.3154995409398214,DAL,Tee Higgins,0.012696640992041708,0.3432869969464548,42.2399912525851,312.30868518442367,80-90%,1.95,False,0.0,True,0.027787456006633404,READY_WALK_FORWARD,0.3432869969464548,2024,UNDER,CIN,14
6.0,115.0,0.4574591727408449,0.8948,betonlineag,0.46779450886905805,4362238,2.15,BET,poisson,espn-401671690|4362238|receptions,espn-401671690,LOSS,3.5,receptions,0.9051353361282132,residual_half_life_9,0.01,0.43734082725915513,DAL,Chase Brown,0.014087481903265031,0.4716685962340768,1.7111515647161168,1.0689482599499027,90-100%,-1.0,False,0.0,True,0.03432776897492168,READY_WALK_FORWARD,0.4716685962340768,2024,UNDER,CIN,14
14.0,108.0,0.15642843983880256,0.6026,williamhill_us,0.30415227137082507,4362628,2.08,BET,poisson,espn-401671690|4362628|receptions,espn-401671690,LOSS,6.5,receptions,0.7503238315320225,residual_half_life_9,0.01,0.44617156016119747,DAL,Ja'Marr Chase,0.015375633982720682,0.4881613624916926,5.080476371777597,3.1145332405736976,70-80%,-1.0,False,0.0,True,0.04198980233049515,READY_WALK_FORWARD,0.4881613624916926,2024,UNDER,CIN,14
9.0,-125.0,-0.11090456852791886,0.4094,bovada,-0.008670617018953775,16460,1.8,PASS,poisson,espn-401671713|16460|receptions,espn-401671713,LOSS,4.5,receptions,0.5116339515089651,residual_half_life_9,0.01,0.5203045685279188,PHI,Adam Thielen,0.01165025566835115,0.5620279198157506,4.608537105867085,2.5001581558402086,50-60%,-1.0,False,0.0,True,0.04172335128783178,READY_WALK_FORWARD,0.5620279198157506,2024,UNDER,CAR,14
2.0,310.0,-0.10781509433962265,0.1186,betrivers,-0.016883403540292413,4040715,4.1,PASS,negative_binomial,espn-401671713|4040715|passing_tds,espn-401671713,LOSS,0.5,passing_tds,0.20953169079933023,residual_half_life_9,0.01,0.22641509433962265,CAR,Jalen Hurts,0.016469904177949468,0.24791948882389014,1.562880782389935,0.8407593344625015,20-30%,-1.0,False,0.0,True,0.021504394484267497,READY_WALK_FORWARD,0.24791948882389014,2024,UNDER,PHI,14
108.0,225.0,-0.28487990155865467,0.0006,betrivers,0.3182610217938311,4040715,3.25,BET,student_t,espn-401671713|4040715|passing_yards,espn-401671713,WIN,169.5,passing_yards,0.6037409233524857,residual_half_life_9,0.01,0.28547990155865466,CAR,Jalen Hurts,0.1297827805763564,0.3476254709465712,153.07077243963968,5842.752104449138,60-70%,2.25,False,0.0,True,0.062145569387916544,READY_WALK_FORWARD,0.3476254709465712,2024,UNDER,PHI,14
108.0,165.0,-0.34857812581571396,0.0012,betrivers,0.31322468258537167,4040715,2.65,BET,student_t,espn-401671713|4040715|passing_yards,espn-401671713,WIN,179.5,passing_yards,0.6630028084010856,residual_half_life_9,0.01,0.34977812581571394,CAR,Jalen Hurts,0.07800613560099956,0.4067947681513206,153.07077243963968,5842.752104449138,60-70%,1.65,False,0.0,True,0.05701664233560666,READY_WALK_FORWARD,0.4067947681513206,2024,UNDER,PHI,14
108.0,123.0,-0.41427446085788766,0.0044,betrivers,0.2986764295140903,4040715,2.23,BET,student_t,espn-401671713|4040715|passing_yards,espn-401671713,WIN,189.5,passing_yards,0.717350890371978,residual_half_life_9,0.01,0.4186744608578877,CAR,Jalen Hurts,0.040145283872247695,0.46643286272298107,153.07077243963968,5842.752104449138,70-80%,1.23,False,0.0,True,0.04775840186509339,READY_WALK_FORWARD,0.46643286272298107,2024,UNDER,PHI,14
108.0,-110.0,-0.47929655455291226,0.0125,betrivers,0.27397986637955585,4040715,1.9090909090909092,BET,student_t,espn-401671713|4040715|passing_yards,espn-401671713,WIN,199.5,passing_yards,0.7657764209324681,residual_half_life_9,0.01,0.49179655455291227,CAR,Jalen Hurts,0.01134163486157641,0.5297503801655876,153.07077243963968,5842.752104449138,70-80%,0.9090909090909091,False,0.0,True,0.03795382561267535,READY_WALK_FORWARD,0.5297503801655876,2024,UNDER,PHI,14
108.0,-110.0,-0.4845,0.0155,fanduel,0.274702495616453,4040715,1.9090909090909092,BET,student_t,espn-401671713|4040715|passing_yards,espn-401671713,WIN,201.5,passing_yards,0.774702495616453,residual_half_life_9,0.01,0.5,CAR,Jalen Hurts,0.018807999296109157,0.5336613329646286,153.07077243963968,5842.752104449138,70-80%,0.9090909090909091,False,0.0,True,0.03366133296462859,READY_WALK_FORWARD,0.5336613329646286,2024,UNDER,PHI,14
