bets,bookmaker,bootstrap_draws,bootstrap_method,independent_games,losses,market,policy,roi,roi_ci_95,segment,side,units_profit,week,win_rate,wins
1083,,1000,deterministic_game_cluster_bootstrap,16,540,,v3_baseline,-0.04757975058568819,"[-0.14539287683585986, 0.04051760645308943]",by_week,,-51.528869884300306,15,0.5013850415512465,543
927,,1000,deterministic_game_cluster_bootstrap,16,455,,v3_baseline,-0.03669614575361146,"[-0.18318306163852222, 0.10364637948185809]",by_week,,-34.01732711359782,16,0.5091693635382956,472
916,,1000,deterministic_game_cluster_bootstrap,16,443,,v3_baseline,-0.015725561988856544,"[-0.14218800188443875, 0.12110199677471524]",by_week,,-14.404614781792596,17,0.5163755458515283,473
603,,1000,deterministic_game_cluster_bootstrap,15,269,,v3_baseline,0.045230740110922284,"[-0.11990388148187366, 0.21535527709578925]",by_week,,27.274136286886137,18,0.5538971807628524,334
1048,,1000,deterministic_game_cluster_bootstrap,16,527,,v3_baseline,-0.05854975444784809,"[-0.19255938602444422, 0.06047654350908961]",by_week,,-61.360142661344796,2,0.49713740458015265,521
1140,,1000,deterministic_game_cluster_bootstrap,16,531,,v3_baseline,0.00948309785010857,"[-0.1140246140367572, 0.11522813136749896]",by_week,,10.81073154912377,3,0.5342105263157895,609
1219,,1000,deterministic_game_cluster_bootstrap,16,592,,v3_baseline,-0.030499343090491064,"[-0.1484317215118726, 0.09600476847155276]",by_week,,-37.178699227308606,4,0.5143560295324036,627
1076,,1000,deterministic_game_cluster_bootstrap,14,643,,v3_baseline,-0.2471032487120412,"[-0.3512671122631976, -0.13778753651244857]",by_week,,-265.88309561415633,5,0.4024163568773234,433
1096,,1000,deterministic_game_cluster_bootstrap,15,515,,v3_baseline,0.00351573210138359,"[-0.08157850523164255, 0.07965121141014517]",by_week,,3.853242383116415,6,0.5301094890510949,581
1029,,1000,deterministic_game_cluster_bootstrap,15,496,,v3_baseline,-0.012844602196292418,"[-0.14912781928746469, 0.1022485029153222]",by_week,,-13.217095659984897,7,0.5179786200194364,533
886,,1000,deterministic_game_cluster_bootstrap,13,460,,v3_baseline,-0.09064081003799421,"[-0.24044492539817375, 0.05692414750968555]",by_week,,-80.30775769366286,8,0.48081264108352145,426
991,,1000,deterministic_game_cluster_bootstrap,14,512,,v3_baseline,-0.09463985080781145,"[-0.21800559364466413, 0.023085496428475374]",by_week,,-93.78809215054115,9,0.48335015136226034,479
1109,,1000,deterministic_game_cluster_bootstrap,175,579,,v3_baseline,-0.08424475624554416,"[-0.1818283377560708, 0.008036124103328273]",by_side,OVER,-93.42743467630848,,0.47790802524797116,530
16736,,1000,deterministic_game_cluster_bootstrap,271,8208,,v3_baseline,-0.03794974778681409,"[-0.070268978168233, -0.00515879867687486]",by_side,UNDER,-635.1269789601206,,0.5095602294455067,8528
100,betmgm,1000,deterministic_game_cluster_bootstrap,88,44,passing_tds,v3_baseline,0.14523603429587129,"[-0.061226704850940596, 0.3607028235482735]",by_market_bookmaker,,14.52360342958713,,0.56,56
99,betonlineag,1000,deterministic_game_cluster_bootstrap,92,47,passing_tds,v3_baseline,0.07645393958817645,"[-0.11693810257506486, 0.313572056454682]",by_market_bookmaker,,7.568940019229468,,0.5252525252525253,52
31,betrivers,1000,deterministic_game_cluster_bootstrap,28,14,passing_tds,v3_baseline,0.12703173415878335,"[-0.2105070135154773, 0.48377079573652154]",by_market_bookmaker,,3.937983758922284,,0.5483870967741935,17
48,bovada,1000,deterministic_game_cluster_bootstrap,46,23,passing_tds,v3_baseline,-0.019068838048973705,"[-0.30838203077786414, 0.25345150426303525]",by_market_bookmaker,,-0.9153042263507378,,0.5208333333333334,25
63,draftkings,1000,deterministic_game_cluster_bootstrap,57,32,passing_tds,v3_baseline,-0.15408064600971197,"[-0.36679817706780643, 0.07449676028470008]",by_market_bookmaker,,-9.707080698611854,,0.49206349206349204,31
50,fanatics,1000,deterministic_game_cluster_bootstrap,46,21,passing_tds,v3_baseline,0.0032100773524620417,"[-0.241670740048022, 0.24814176025624798]",by_market_bookmaker,,0.1605038676231021,,0.58,29
53,fanduel,1000,deterministic_game_cluster_bootstrap,51,31,passing_tds,v3_baseline,-0.20905649716904545,"[-0.46414838497088334, 0.05523826908810003]",by_market_bookmaker,,-11.079994349959408,,0.41509433962264153,22
3,williamhill_us,1000,deterministic_game_cluster_bootstrap,3,1,passing_tds,v3_baseline,0.01777485187623436,"[-1.0, 0.6451612903225806]",by_market_bookmaker,,0.053324555628703085,,0.6666666666666666,2
300,betmgm,1000,deterministic_game_cluster_bootstrap,223,158,passing_yards,v3_baseline,-0.1147089915143219,"[-0.21391159387517547, -0.01397623876898012]",by_market_bookmaker,,-34.41269745429657,,0.47333333333333333,142
259,betonlineag,1000,deterministic_game_cluster_bootstrap,197,132,passing_yards,v3_baseline,-0.06999825212359999,"[-0.17699079678507665, 0.04575075472799959]",by_market_bookmaker,,-18.129547300012398,,0.49034749034749037,127
287,betrivers,1000,deterministic_game_cluster_bootstrap,217,152,passing_yards,v3_baseline,-0.12146710532927017,"[-0.2314881743286242, -0.011149848330266492]",by_market_bookmaker,,-34.86105922950054,,0.47038327526132406,135
285,bovada,1000,deterministic_game_cluster_bootstrap,209,159,passing_yards,v3_baseline,-0.15531856155491705,"[-0.25384014166909413, -0.05192336089013185]",by_market_bookmaker,,-44.26579004315136,,0.4421052631578947,126
334,draftkings,1000,deterministic_game_cluster_bootstrap,231,172,passing_yards,v3_baseline,-0.08205362630036801,"[-0.18474614316463606, 0.022069021904148934]",by_market_bookmaker,,-27.405911184322918,,0.48502994011976047,162
218,fanatics,1000,deterministic_game_cluster_bootstrap,164,110,passing_yards,v3_baseline,-0.0712115168437466,"[-0.1896634327464367, 0.04502915684432548]",by_market_bookmaker,,-15.52411067193676,,0.4954128440366973,108
313,fanduel,1000,deterministic_game_cluster_bootstrap,223,168,passing_yards,v3_baseline,-0.12321827427569743,"[-0.2206656999082819, -0.02289453593183047]",by_market_bookmaker,,-38.567319848293295,,0.46325878594249204,145
218,williamhill_us,1000,deterministic_game_cluster_bootstrap,174,120,passing_yards,v3_baseline,-0.14915063561776498,"[-0.26746092537258254, -0.036819498721398745]",by_market_bookmaker,,-32.514838564672765,,0.44954128440366975,98
1583,betmgm,1000,deterministic_game_cluster_bootstrap,256,801,receiving_yards,v3_baseline,-0.0689421607550172,"[-0.12051582722527415, -0.02008613539603997]",by_market_bookmaker,,-109.13544047519223,,0.4939987365761213,782
1333,betonlineag,1000,deterministic_game_cluster_bootstrap,267,669,receiving_yards,v3_baseline,-0.051939583397905074,"[-0.1048387019331889, -0.0015843300898823322]",by_market_bookmaker,,-69.23546466940746,,0.4981245311327832,664
956,betrivers,1000,deterministic_game_cluster_bootstrap,263,463,receiving_yards,v3_baseline,-0.03601715149106606,"[-0.09635748750407844, 0.020743488699886417]",by_market_bookmaker,,-34.43239682545915,,0.5156903765690377,493
962,bovada,1000,deterministic_game_cluster_bootstrap,255,468,receiving_yards,v3_baseline,-0.00655199456383379,"[-0.07073253129104866, 0.054859609003967504]",by_market_bookmaker,,-6.303018770408106,,0.5135135135135135,494
1403,draftkings,1000,deterministic_game_cluster_bootstrap,268,666,receiving_yards,v3_baseline,-0.003314652075936841,"[-0.05755685388307608, 0.047386291539887555]",by_market_bookmaker,,-4.650456862539388,,0.5253029223093372,737
