american_odds,baseline_probability,bookmaker,calibrated_probability_before_pair_normalization,calibration_method,calibration_training_rows,canonical_player_id,decimal_odds,game_id,grade,line,market,model_probability,nested_configuration,nested_threshold,no_vig_market_probability,opponent,outcome,player_name,policy_expected_value,policy_probability,profit_units,push_probability,quote_timestamp,raw_distribution_probability,research_only,residual_adjustment,residual_model_status,residual_probability,season,side,team,v3_probability,week
-108.0,0.2667,fanduel,0.5615212527964204,isotonic,10218,4695404,1.925925925925926,espn-401772945,WIN,10.5,rushing_yards,0.5615212527964205,residual_half_life_9,0.01,0.4896023956080519,NE,11.0,Isaiah Davis,0.016628043289410088,0.5278645609387321,0.9259259259259259,0.0,2025-11-14T01:10:37Z,0.6740236374130948,True,0.03826216533068022,READY_WALK_FORWARD,0.5278645609387321,2025,OVER,NYJ,0.2667,11
135.0,0.8177,betmgm,0.6062433794460793,shrink_50,7676,4808766,2.35,espn-401772945,LOSS,3.5,receptions,0.6062433794460793,residual_half_life_9,0.01,0.4007285974499089,NE,4.0,Mason Taylor,0.016743934452425946,0.43265699338401103,-1.0,0.0,2025-11-14T01:10:37Z,0.7124867588921587,True,0.03192839593410213,READY_WALK_FORWARD,0.43265699338401103,2025,UNDER,NYJ,0.8177,11
-148.0,0.9283,betrivers,0.6598635305622734,shrink_50,7676,4808766,1.6756756756756757,espn-401772945,WIN,4.5,receptions,0.6598635305622734,residual_half_life_9,0.01,0.5585303332383936,NE,4.0,Mason Taylor,0.014454092867276558,0.6054000231627296,0.6756756756756757,0.0,2025-11-14T01:10:37Z,0.8197270611245469,True,0.04686968992433593,READY_WALK_FORWARD,0.6054000231627296,2025,UNDER,NYJ,0.9283,11
102.0,0.0965,betrivers,0.5319413227990999,shrink_50,7870,3059915,2.02,espn-401772779,WIN,1.5,receptions,0.5319413227990999,residual_half_life_9,0.01,0.46366014107949594,IND,3.0,Kareem Hunt,0.010725362889574042,0.5003590905393931,1.02,0.0,2025-11-23T17:55:37Z,0.5638826455981998,True,0.03669894945989716,READY_WALK_FORWARD,0.5003590905393931,2025,OVER,KC,0.0965,12
160.0,0.3723,betrivers,0.5673612442094109,shrink_50,7870,3120348,2.6,espn-401772779,LOSS,1.5,receptions,0.5673612442094109,residual_half_life_9,0.01,0.3587443946188341,IND,1.0,JuJu Smith-Schuster,0.021397747859154492,0.39284528763813636,-1.0,0.0,2025-11-23T17:55:37Z,0.6347224884188218,True,0.03410089301930225,READY_WALK_FORWARD,0.39284528763813636,2025,OVER,KC,0.3723,12
120.0,0.5502,betmgm,0.5300190062175156,shrink_50,7870,4035687,2.2,espn-401772779,LOSS,4.5,receptions,0.5300190062175156,residual_half_life_9,0.01,0.4248366013071895,KC,5.0,Michael Pittman Jr.,0.010083647620320657,0.45912893073650934,-1.0,0.0,2025-11-23T17:55:37Z,0.5600380124350314,True,0.03429232942931987,READY_WALK_FORWARD,0.45912893073650934,2025,UNDER,IND,0.5502,12
105.0,0.9987,betmgm,0.5933001763088808,shrink_50,7870,4428331,2.05,espn-401772779,LOSS,6.5,receptions,0.5933001763088808,residual_half_life_9,0.01,0.4554079696394686,IND,8.0,Rashee Rice,0.02938285247953132,0.5021379768192836,-1.0,0.0,2025-11-23T17:55:37Z,0.6866003526177615,True,0.046730007179815014,READY_WALK_FORWARD,0.5021379768192836,2025,UNDER,KC,0.9987,12
140.0,0.6645,betonlineag,0.5360538282806213,shrink_50,7870,15795,2.4,espn-401772782,LOSS,1.5,receptions,0.5360538282806213,residual_half_life_9,0.01,0.39094650205761317,NYJ,2.0,DeAndre Hopkins,0.014292253746712946,0.42262177239446375,-1.0,0.0,2025-11-23T17:55:37Z,0.5721076565612427,True,0.03167527033685058,READY_WALK_FORWARD,0.42262177239446375,2025,UNDER,BAL,0.6645,12
165.0,0.2938,betrivers,0.5559170675758772,shrink_50,7870,3043078,2.65,espn-401772782,WIN,1.5,receptions,0.5559170675758772,residual_half_life_9,0.01,0.351250665247472,NYJ,2.0,Derrick Henry,0.05551904503497995,0.3983090735981057,1.65,0.0,2025-11-23T17:55:37Z,0.6118341351517544,True,0.047058408350633685,READY_WALK_FORWARD,0.3983090735981057,2025,OVER,BAL,0.2938,12
-110.0,0.3603,betmgm,0.6625398341416193,shrink_50,7870,4241424,1.9090909090909092,espn-401772782,LOSS,0.5,receptions,0.6625398341416193,residual_half_life_9,0.01,0.49179655455291227,NYJ,0.0,Tylan Wallace,0.01535267564829862,0.5318514015300612,-1.0,0.0,2025-11-23T17:55:37Z,0.8250796682832385,True,0.040054846977148895,READY_WALK_FORWARD,0.5318514015300612,2025,OVER,BAL,0.3603,12
125.0,0.7682,betonlineag,0.5473630108978041,shrink_50,7870,4427366,2.25,espn-401772782,LOSS,2.5,receptions,0.5473630108978041,residual_half_life_9,0.01,0.4170616113744075,BAL,4.0,Breece Hall,0.023685963175042235,0.45497153918890765,-1.0,0.0,2025-11-23T17:55:37Z,0.5947260217956083,True,0.037909927814500144,READY_WALK_FORWARD,0.45497153918890765,2025,UNDER,NYJ,0.7682,12
125.0,0.7602,draftkings,0.5980870006213808,shrink_50,7870,4808766,2.25,espn-401772782,WIN,3.5,receptions,0.5980870006213808,residual_half_life_9,0.01,0.4193548387096774,BAL,3.0,Mason Taylor,0.045179606127214056,0.4645242693898729,1.25,0.0,2025-11-23T17:55:37Z,0.6961740012427616,True,0.04516943068019552,READY_WALK_FORWARD,0.4645242693898729,2025,UNDER,NYJ,0.7602,12
-148.0,0.8937,fanduel,0.6495623355975989,shrink_50,7870,4808766,1.6756756756756757,espn-401772782,WIN,4.5,receptions,0.6495623355975989,residual_half_life_9,0.01,0.5631341600901917,BAL,3.0,Mason Taylor,0.01833322729115905,0.6077149904802078,0.6756756756756757,0.0,2025-11-23T17:55:37Z,0.7991246711951978,True,0.044580830390016146,READY_WALK_FORWARD,0.6077149904802078,2025,UNDER,NYJ,0.8937,12
111.0,0.8985,draftkings,0.594400647781608,shrink_50,7870,4037235,2.1100000000000003,espn-401772783,LOSS,3.5,receptions,0.594400647781608,residual_half_life_9,0.01,0.44680772497322846,JAX,6.0,Greg Dortch,0.04296421855106558,0.49429583817586037,-1.0,0.0,2025-11-23T21:00:37Z,0.6888012955632159,True,0.04748811320263191,READY_WALK_FORWARD,0.49429583817586037,2025,UNDER,ARI,0.8985,12
-134.0,0.9038,fanduel,0.6423333166832138,shrink_50,7870,4360761,1.7462686567164178,espn-401772783,LOSS,5.5,receptions,0.6423333166832138,residual_half_life_9,0.01,0.5412124539251824,JAX,10.0,Michael Wilson,0.03707209236500675,0.5938788904996193,-1.0,0.0,2025-11-23T21:00:37Z,0.7846666333664276,True,0.052666436574436926,READY_WALK_FORWARD,0.5938788904996193,2025,UNDER,ARI,0.9038,12
