mae,market,r2,rmse,training_rows,walk_forward_rows,walk_forward_weeks
67.34660941275722,passing_yards,0.2838926437056585,83.53907117980431,497,187,"[9,11,13,15,17,18]"
0.8051946712329727,passing_tds,0.19414949872782372,1.0362612828145357,497,187,"[9,11,13,15,17,18]"
2.958135917008189,rushing_attempts,0.5702194423670217,4.2280109479306915,1668,648,"[9,11,13,15,17,18]"
17.89904716909939,rushing_yards,0.4026412555543728,25.086066047922802,1668,648,"[9,11,13,15,17,18]"
1.3627394269394961,receptions,0.31232568008918327,1.7708915966933256,3476,1364,"[9,11,13,15,17,18]"
19.269642971974395,receiving_yards,0.2989491117807994,26.32465228644051,3476,1364,"[9,11,13,15,17,18]"
