feature,importance,importance_stddev,market,test_rows,test_week,train_rows
qb_strength_mean_5,0.0015596730721655794,0.018539994951049552,passing_tds,35,15,357
home,0.025638920572773817,0.013531988091296491,passing_tds,35,15,357
season_week,0.0,0.0,passing_tds,35,15,357
game_total,0.0,0.0,passing_tds,35,15,357
team_spread,0.0,0.0,passing_tds,35,15,357
implied_team_total,0.0,0.0,passing_tds,35,15,357
history_games,0.034492959882311915,0.007372202689452861,passing_tds,37,17,428
rolling_mean_3,0.014611279521383391,0.006743656119367145,passing_tds,37,17,428
rolling_mean_5,0.02802129568020304,0.01072091847861323,passing_tds,37,17,428
rolling_mean_all,-0.00038028929572677674,0.004550171820003611,passing_tds,37,17,428
rolling_std_5,-0.005893850897876573,0.004508024977615563,passing_tds,37,17,428
rolling_std_all,0.013625559843733837,0.005313069424592707,passing_tds,37,17,428
last_value,-0.005438347462952064,0.0033267583517782415,passing_tds,37,17,428
recent_form_delta,0.011946959297315485,0.009160167976607887,passing_tds,37,17,428
zero_rate,0.06386144974880445,0.028340910912975085,passing_tds,37,17,428
usage_mean_3,0.041977164471414107,0.0117882725154726,passing_tds,37,17,428
usage_mean_all,0.018928590632593178,0.005404201745265042,passing_tds,37,17,428
team_market_mean_5,-0.0054985852927371456,0.0013524747785174749,passing_tds,37,17,428
opponent_allowed_mean_5,0.02153297083410366,0.009684425200202395,passing_tds,37,17,428
team_plays_mean_5,-0.0011074717800577006,0.014307351643154479,passing_tds,37,17,428
qb_strength_mean_5,0.012188806089065585,0.010508376612681506,passing_tds,37,17,428
home,0.026554891979425732,0.012930932705751252,passing_tds,37,17,428
season_week,0.0,0.0,passing_tds,37,17,428
game_total,0.0,0.0,passing_tds,37,17,428
team_spread,0.0,0.0,passing_tds,37,17,428
implied_team_total,0.0,0.0,passing_tds,37,17,428
history_games,0.0020834985854065514,0.014352804716604356,passing_tds,32,18,465
rolling_mean_3,-0.0005215971137680242,0.0028300305011684877,passing_tds,32,18,465
rolling_mean_5,0.036569855935806236,0.013325187976488974,passing_tds,32,18,465
rolling_mean_all,-0.004297253601067075,0.006591532154789979,passing_tds,32,18,465
rolling_std_5,-0.012709636939614999,0.015428506158291975,passing_tds,32,18,465
rolling_std_all,-0.011819125885058911,0.0037840950741997092,passing_tds,32,18,465
last_value,-0.0072131113765775854,0.0049377070999415225,passing_tds,32,18,465
recent_form_delta,0.012722152630596461,0.007056333494281673,passing_tds,32,18,465
zero_rate,0.04867411347407948,0.02939753399564462,passing_tds,32,18,465
usage_mean_3,-0.007424065415554959,0.004467482164079549,passing_tds,32,18,465
usage_mean_all,0.006246746927749625,0.008158205376528815,passing_tds,32,18,465
team_market_mean_5,-0.005478485967520897,0.00750065645532496,passing_tds,32,18,465
opponent_allowed_mean_5,-0.008378245603618838,0.009448254837555188,passing_tds,32,18,465
team_plays_mean_5,0.004573777377177501,0.010945226591675438,passing_tds,32,18,465
qb_strength_mean_5,0.006916362694640377,0.005665767069517187,passing_tds,32,18,465
home,-0.006951824080838697,0.004109168942712357,passing_tds,32,18,465
season_week,0.0,0.0,passing_tds,32,18,465
game_total,0.0,0.0,passing_tds,32,18,465
team_spread,0.0,0.0,passing_tds,32,18,465
implied_team_total,0.0,0.0,passing_tds,32,18,465
history_games,-0.0261956150247304,0.005998959006262333,rushing_attempts,95,9,571
rolling_mean_3,0.030144427806081796,0.04167382150106412,rushing_attempts,95,9,571
rolling_mean_5,0.004580450391321644,0.018036822246165853,rushing_attempts,95,9,571
rolling_mean_all,0.05881543768366422,0.029702199952500438,rushing_attempts,95,9,571
rolling_std_5,0.02552661816331625,0.018817180247248013,rushing_attempts,95,9,571
rolling_std_all,0.05548638506726622,0.03538295357833506,rushing_attempts,95,9,571
last_value,0.0630260670392376,0.022240027510072594,rushing_attempts,95,9,571
recent_form_delta,0.04184159337741296,0.0160380373576588,rushing_attempts,95,9,571
zero_rate,0.0,0.0,rushing_attempts,95,9,571
usage_mean_3,0.7649977289972206,0.20704121771169556,rushing_attempts,95,9,571
usage_mean_all,0.2892160543108049,0.1057852307673561,rushing_attempts,95,9,571
team_market_mean_5,0.0012869078904924613,0.012922602271064006,rushing_attempts,95,9,571
opponent_allowed_mean_5,0.034986142746692026,0.049471432227470524,rushing_attempts,95,9,571
team_plays_mean_5,0.00914145329130216,0.031434166605397426,rushing_attempts,95,9,571
qb_strength_mean_5,-0.027147720603096826,0.015701392851162618,rushing_attempts,95,9,571
home,0.005209135291202749,0.011158886673355652,rushing_attempts,95,9,571
season_week,0.0,0.0,rushing_attempts,95,9,571
game_total,0.0,0.0,rushing_attempts,95,9,571
team_spread,0.0,0.0,rushing_attempts,95,9,571
implied_team_total,0.0,0.0,rushing_attempts,95,9,571
history_games,0.016237489272051864,0.00828545872751243,rushing_attempts,106,11,767
rolling_mean_3,0.07615596767817738,0.015013000707200878,rushing_attempts,106,11,767
rolling_mean_5,0.0758402867250946,0.008735530946997055,rushing_attempts,106,11,767
rolling_mean_all,0.10668652411257282,0.019684109663566502,rushing_attempts,106,11,767
rolling_std_5,0.012498843321316233,0.010392905719359006,rushing_attempts,106,11,767
rolling_std_all,0.02703173210970311,0.022786323242036503,rushing_attempts,106,11,767
last_value,0.1367470018239934,0.031125755692848273,rushing_attempts,106,11,767
recent_form_delta,0.03854630170039286,0.024181497087828224,rushing_attempts,106,11,767
zero_rate,-0.000272534445002659,0.0003337851637949223,rushing_attempts,106,11,767
usage_mean_3,1.450773286645417,0.25795767267951475,rushing_attempts,106,11,767
usage_mean_all,0.37346548205118113,0.03861904484715253,rushing_attempts,106,11,767
team_market_mean_5,0.0118221651318966,0.01501238597509779,rushing_attempts,106,11,767
opponent_allowed_mean_5,0.039036612481767555,0.02271922490432221,rushing_attempts,106,11,767
team_plays_mean_5,0.015678599407786376,0.010697023158547531,rushing_attempts,106,11,767
qb_strength_mean_5,0.0007575588849281445,0.02605889969945536,rushing_attempts,106,11,767
home,0.018233653195127885,0.0084117817341214,rushing_attempts,106,11,767
season_week,0.0,0.0,rushing_attempts,106,11,767
game_total,0.0,0.0,rushing_attempts,106,11,767
team_spread,0.0,0.0,rushing_attempts,106,11,767
implied_team_total,0.0,0.0,rushing_attempts,106,11,767
history_games,0.01036766697736482,0.005040735852585433,rushing_attempts,96,13,993
rolling_mean_3,0.07614625205760853,0.025658140882769177,rushing_attempts,96,13,993
rolling_mean_5,0.0657136133294995,0.029763134718934693,rushing_attempts,96,13,993
rolling_mean_all,0.09091220884933363,0.03289267713780598,rushing_attempts,96,13,993
rolling_std_5,0.010956589682384088,0.014739061799868731,rushing_attempts,96,13,993
rolling_std_all,-0.023761473303330848,0.00742414488304135,rushing_attempts,96,13,993
last_value,0.08658418232887186,0.012227918903526775,rushing_attempts,96,13,993
recent_form_delta,0.07403693718634363,0.017086853797566425,rushing_attempts,96,13,993
zero_rate,0.0003361095021737981,0.0006722190043475962,rushing_attempts,96,13,993
usage_mean_3,1.450385310240307,0.06943029952336345,rushing_attempts,96,13,993
usage_mean_all,0.4810888977602832,0.07150416902862357,rushing_attempts,96,13,993
team_market_mean_5,-0.0019959197035252173,0.016491031735800854,rushing_attempts,96,13,993
opponent_allowed_mean_5,0.04727810712697265,0.03223940478486039,rushing_attempts,96,13,993
team_plays_mean_5,0.04963458556481211,0.007401037133774054,rushing_attempts,96,13,993
qb_strength_mean_5,0.024481533693767866,0.02190560539310089,rushing_attempts,96,13,993
