archetype,count,eligible_for_ranking,market,market_brier,market_ece,market_log_loss,model_brier,model_ece,model_log_loss,model_minus_market_brier,model_minus_market_log_loss,roi,segment_type,team,units_profit,weeks
,34,True,receiving_yards,0.24903506217431973,0.06515271364472526,0.6912121859600314,0.3373922129417647,0.34307000000000004,2.988004830306056,0.08835715076744496,2.2967926443460245,-0.05704347312327097,team_by_market,CLE,-1.9394780861912129,[1]
,40,True,receiving_yards,0.25190076175564824,0.1068659112936646,0.6969495105686232,0.33070321650015,0.26620485,1.0374858640592606,0.07880245474450176,0.3405363534906374,-0.05518846700819759,team_by_market,ARI,-2.207538680327904,[1]
,2,False,passing_tds,0.18963858190767782,0.43534823695932723,0.5717193968039767,0.26604964000000003,0.5158,0.7252572344781789,0.07641105809232221,0.15353783767420226,-0.15517241379310343,team_by_market,PHI,-0.31034482758620685,[1]
,10,False,receptions,0.2268531564619055,0.24100286956203706,0.6466949498681958,0.300341148,0.33708,0.7981390125089914,0.07348799153809452,0.15144406264079568,-0.07711053450960041,team_by_market,LV,-0.7711053450960041,[1]
,4,False,rushing_attempts,0.25519370287757764,0.04132636339052628,0.703534852276965,0.32760480999999997,0.5655,0.8546962830644453,0.07241110712242232,0.15116143078748034,-0.03258196721311474,team_by_market,CHI,-0.13032786885245895,[1]
,8,False,rushing_attempts,0.2458401238160927,0.09414580154040499,0.6848378632718575,0.310999725,0.38295,0.9682991921984463,0.06515960118390732,0.2834613289265888,-0.03565976093150007,team_by_market,KC,-0.28527808745200056,[1]
,18,False,receptions,0.26605810588924445,0.12796170011840424,0.7256360605990825,0.3308819433333333,0.2774333333333333,0.8681127101981249,0.06482383744408887,0.14247664959904238,0.004715816265112039,team_by_market,DET,0.08488469277201671,[1]
,2,False,passing_tds,0.2928972709848303,0.5408111955507012,0.7792919958766744,0.35188623999999996,0.5932,0.8994336148077322,0.058988969015169646,0.12014161893105779,0.07499999999999996,team_by_market,DEN,0.1499999999999999,[1]
,16,False,receptions,0.2614626166354107,0.24109401842784742,0.7171376261680446,0.31831276625,0.4242625,0.8626769954373679,0.056850149614589285,0.14553936926932332,0.01320863906359189,team_by_market,TB,0.21133822501747024,[1]
,26,True,receiving_yards,0.24934525479665973,0.009796837037013933,0.6918351679383217,0.30443648,0.27353846153846156,1.4633358341467253,0.05509122520334028,0.7715006662084036,-0.05435435212254926,team_by_market,JAX,-1.4132131551862808,[1]
,2,False,passing_tds,0.2603584220155119,0.5101522842639594,0.7138755373991184,0.30669444,0.5538000000000001,0.8069879969837048,0.04633601798448811,0.09311245958458647,-0.023809523809523836,team_by_market,WAS,-0.04761904761904767,[1]
,24,True,receiving_yards,0.2481172647590276,0.0351363744014893,0.6893745821115367,0.29332610833333334,0.31105,1.0630900919509312,0.04520884357430574,0.3737155098393945,-0.059869252120741456,team_by_market,CHI,-1.436862050897795,[1]
,8,False,receptions,0.22704771288218376,0.1636847878939709,0.6467589113015725,0.269972745,0.22205,0.7216216338971886,0.04292503211781626,0.0748627225956161,-0.053191072212811344,team_by_market,DEN,-0.42552857770249075,[1]
,2,False,rushing_attempts,0.3042188967833992,0.5511769145610572,0.8021772863017538,0.34152336000000005,0.5844,0.8780320197570648,0.03730446321660086,0.07585473345531102,0.08999999999999997,team_by_market,CIN,0.17999999999999994,[1]
,20,True,receiving_yards,0.252132151535122,0.007407220884754373,0.6974166767638625,0.2862785220002,0.28273980000000004,3.034014016913297,0.03414637046507801,2.336597340149434,-0.04486802132394474,team_by_market,HOU,-0.8973604264788948,[1]
,12,False,receptions,0.22401306642578,0.12349560419954182,0.6407850775450897,0.25497046500000003,0.18475,0.6878579512891679,0.03095739857422003,0.0470728737440782,-0.07885374354268364,team_by_market,ARI,-0.9462449225122036,[1]
,14,False,receiving_yards,0.2451809736230297,0.2762976363385583,0.6835038509421022,0.27584912,0.33708571428571427,1.03980231126306,0.030668146376970296,0.3562984603209579,-0.0546163545509737,team_by_market,TEN,-0.7646289637136319,[1]
,34,True,receiving_yards,0.2520334367403768,0.0338842287041373,0.6972146278923556,0.28014774,0.21484705882352942,1.1006761843144082,0.028114303259623163,0.4034615564220526,-0.051137927754410395,team_by_market,DET,-1.7386895436499534,[1]
,2,False,rushing_attempts,0.2991881725905463,0.5467879435448063,0.7919093262868373,0.32512804000000006,0.5702,0.844435294773727,0.025939867409453754,0.05252596848688973,0.07499999999999996,team_by_market,TB,0.1499999999999999,[1]
,2,False,rushing_attempts,0.24078717842762948,0.49069947508048206,0.6747193344820449,0.26553409,0.5153,0.7242251361308067,0.024746911572370522,0.04950580164876184,-0.07627118644067798,team_by_market,DET,-0.15254237288135597,[1]
,10,False,rushing_yards,0.24112324057945403,0.01457135416064963,0.675347554430182,0.262883288,0.15436,0.7192920656816839,0.021760047420545964,0.043944511251501894,-0.07556527784600861,team_by_market,LAC,-0.7556527784600862,[1]
,2,False,rushing_attempts,0.23004088868328404,0.4794615257893501,0.6531822560688316,0.24850225000000004,0.49850000000000005,0.6901516715801468,0.018461361316715996,0.03696941551131516,-0.08333333333333331,team_by_market,SF,-0.16666666666666663,[1]
,2,False,rushing_attempts,0.19851676756211634,0.4450915679803274,0.589618788595607,0.21696964,0.4658,0.6269849783062765,0.018452872437883655,0.03736618971066952,-0.12962962962962965,team_by_market,PIT,-0.2592592592592593,[1]
,14,False,receptions,0.2050095953346169,0.2697941071198867,0.6021123614588709,0.2196643942857143,0.1898857142857143,0.6255982529455025,0.014654798951097392,0.023485891486631605,-0.11275566523658127,team_by_market,GB,-1.5785793133121377,[1]
,8,False,receptions,0.238942331164415,0.06899180438443908,0.6708729649698117,0.252408885,0.47705000000000003,0.6929015382012813,0.013466553835585038,0.02202857323146956,-0.05069694244604317,team_by_market,SEA,-0.40557553956834536,[1]
,8,False,passing_yards,0.25458212051466994,0.13189057840256946,0.7023351934680472,0.2664208025,0.270875,0.7261412417566953,0.011838681985330057,0.023806048288648074,-0.0377926124064568,team_by_market,CIN,-0.3023408992516544,[1]
,8,False,passing_yards,0.24291130069282155,0.24200123526878065,0.6789596260001177,0.25172632500000003,0.016000000000000014,0.6966053707990569,0.008815024307178482,0.01764574479893921,-0.06395759864262425,team_by_market,PHI,-0.511660789140994,[1]
,4,False,rushing_attempts,0.2761229012469775,0.0620190334984701,0.7461009792319919,0.282884125,0.52245,0.7613460603545574,0.006761223753022461,0.015245081122565507,0.020833333333333343,team_by_market,LAC,0.08333333333333337,[1]
,2,False,passing_tds,0.26473811149490833,0.01634484606539971,0.7226634880075782,0.26988025000000004,0.5195000000000001,0.7329280505717899,0.005142138505091709,0.01026456256421171,0.0,team_by_market,GB,0.0,[1]
,2,False,passing_tds,0.1731870670705814,0.4158815401042648,0.5379880699120488,0.17774655999999997,0.4216,0.5474896081375821,0.004559492929418568,0.009501538225533235,-0.16666666666666669,team_by_market,HOU,-0.33333333333333337,[1]
,8,False,receptions,0.2129689725021128,0.17639843611843853,0.6182967649984064,0.21500871249999998,0.314875,0.6343430467181541,0.0020397399978871744,0.016046281719747757,-0.10303456705895732,team_by_market,HOU,-0.8242765364716585,[1]
,40,True,receiving_yards,0.25247173550518764,0.08713605280782963,0.6980765736874417,0.2532506255002,0.2768448,1.908020742087696,0.0007788899950123551,1.2099441684002543,-0.04884887025027337,team_by_market,KC,-1.9539548100109347,[1]
,4,False,rushing_attempts,0.2765150113135659,0.5193589975556561,0.7475313469117454,0.276802605,0.51405,0.7489657110152872,0.00028759368643410665,0.0014343641035418075,0.005285234899328889,team_by_market,HOU,0.021140939597315556,[1]
,28,True,receiving_yards,0.25185278020322305,0.04490269865578578,0.6968583716813302,0.24677986357171428,0.261764,0.6866379087179268,-0.005072916631508773,-0.010220462963403398,-0.047174841511949187,team_by_market,MIN,-1.3208955623345773,[1]
,6,False,receptions,0.25715520563221844,0.3538155083953147,0.7074600589909634,0.2512316566666667,0.2575666666666667,0.6942636641709009,-0.00592354896555175,-0.013196394820062518,-0.012345679012345678,team_by_market,ATL,-0.07407407407407407,[1]
,14,False,receptions,0.22949535381936462,0.13032484435749225,0.6510994380103993,0.22201926142857142,0.27955714285714284,0.6340025616109237,-0.007476092390793193,-0.017096876399475547,-0.06077768237982652,team_by_market,BAL,-0.8508875533175713,[1]
,2,False,passing_tds,0.18177456557536945,0.42588196582602766,0.5555260712944812,0.15642024999999998,0.39549999999999996,0.5033536089272896,-0.025354315575369463,-0.05217246236719153,-0.15517241379310343,team_by_market,CHI,-0.31034482758620685,[1]
,2,False,passing_tds,0.21254899570552954,0.4604507851567845,0.6179394068246434,0.18593344000000003,0.4312,0.564226400493106,-0.02661555570552951,-0.053713006331537416,-0.0901639344262295,team_by_market,BAL,-0.180327868852459,[1]
,2,False,passing_tds,0.3052839840005565,0.5516360419461368,0.8045975268254162,0.27836176,0.5276000000000001,0.7499291946589297,-0.026922224000556494,-0.05466833216648648,0.12,team_by_market,LAC,0.24,[1]
,10,False,receptions,0.23264543405944593,0.16388897895368784,0.658456978379986,0.20257572000000001,0.2834,0.5894901249714596,-0.030069714059445918,-0.06896685340852637,-0.046342780026990535,team_by_market,CAR,-0.4634278002699054,[1]
,2,False,passing_tds,0.19998500147677395,0.4462090842673874,0.5924088473088572,0.16908544,0.4112,0.5296687115674706,-0.030899561476773946,-0.0627401357413866,-0.109375,team_by_market,TB,-0.21875,[1]
,2,False,passing_tds,0.24552085433537868,0.025458406712938975,0.684163827163718,0.20903184000000002,0.45720000000000005,0.6110143510214231,-0.036489014335378656,-0.07314947614229494,-0.023809523809523836,team_by_market,LAR,-0.04761904761904767,[1]
,14,False,receptions,0.2443546531480945,0.048083290428376446,0.6817919453971178,0.20773026285714286,0.3684857142857143,0.6673067617840588,-0.03662439029095166,-0.01448518361305906,-0.043258870758870756,team_by_market,CLE,-0.6056241906241906,[1]
,18,False,receptions,0.24876572177779568,0.06845597101730332,0.6912896163436205,0.21213171333333333,0.11511111111111111,0.6071369735857295,-0.03663400844446235,-0.08415264275789103,-0.0028653607678954898,team_by_market,NYG,-0.05157649382211882,[1]
,2,False,passing_tds,0.37292183330749096,0.6106092848833522,0.9434297537156731,0.33466225,0.5785,0.8639355015402269,-0.03825958330749096,-0.07949425217544615,0.24,team_by_market,PIT,0.48,[1]
,40,True,receiving_yards,0.25669709259407064,0.11168749478763544,0.7066369018986559,0.21825222650000003,0.24032499999999998,0.658188020701952,-0.03844486609407061,-0.048448881196703875,-0.03934157678123758,team_by_market,BAL,-1.573663071249503,[1]
,2,False,passing_tds,0.22862750772383583,0.4776263470293321,0.6502902156125323,0.18421264,0.4292,0.5607163933794558,-0.04441486772383582,-0.08957382223307653,-0.05357142857142855,team_by_market,BUF,-0.1071428571428571,[1]
,42,True,receiving_yards,0.2592171247426306,0.13172230841681265,0.7116230267235126,0.2107910823809524,0.25042380952380955,0.5823461725941131,-0.04842604236167819,-0.1292768541293995,-0.035446859910510053,team_by_market,NYG,-1.4887681162414221,[1]
,2,False,passing_tds,0.3086616411426646,0.554326327738554,0.8116643252154381,0.25441936,0.5044,0.7019861292271496,-0.054242281142664606,-0.10967819598828843,0.15000000000000002,team_by_market,ARI,0.30000000000000004,[1]
,4,False,receptions,0.25400171214097134,0.053848650388147845,0.7013384585153631,0.199016005,0.43545,0.5866936724056753,-0.05498570714097134,-0.11464478610968787,0.004807692307692318,team_by_market,NYJ,0.019230769230769273,[1]
,8,False,receptions,0.2593171102797049,0.056416768512251386,0.7119452501693531,0.200360015,0.20065,0.5709722516931723,-0.058957095279704885,-0.14097299847618072,-0.0009207459207459245,team_by_market,MIN,-0.007365967365967396,[1]
,2,False,passing_tds,0.14167486552521813,0.3760014107925631,0.4719897321840385,0.08025889,0.2833,0.3330979359822635,-0.06141597552521813,-0.138891796201775,-0.2222222222222222,team_by_market,CIN,-0.4444444444444444,[1]
,30,True,receiving_yards,0.2516922621716115,0.05783989802773393,0.696533553072181,0.18723034666666666,0.18929333333333337,0.5494249298621731,-0.06446191550494484,-0.14710862321000795,-0.054407198389485795,team_by_market,TB,-1.6322159516845738,[1]
,8,False,passing_yards,0.24681818772651484,0.004353001572106746,0.686774418539966,0.180721935,0.42474999999999996,0.553414173215576,-0.06609625272651484,-0.13336024532439006,-0.05937661401301263,team_by_market,KC,-0.475012912104101,[1]
,2,False,passing_tds,0.15726642545876837,0.3954802526720937,0.5045014413967601,0.08940100000000001,0.29900000000000004,0.35524739194754695,-0.06786542545876836,-0.14925404944921317,-0.1875,team_by_market,CAR,-0.375,[1]
,6,False,rushing_yards,0.2431513999490725,0.1563022028029708,0.6794452622035262,0.17467188666666666,0.4156666666666667,0.5400464112866702,-0.06847951328240584,-0.139398850916856,-0.06835302174285225,team_by_market,HOU,-0.41011813045711354,[1]
,10,False,receptions,0.23372301706295456,0.14302540468540154,0.6602785016767212,0.16062327799999998,0.35669999999999996,0.48302461853242207,-0.07309973906295458,-0.17725388314429913,-0.05715618562946807,team_by_market,CIN,-0.5715618562946807,[1]
,10,False,receptions,0.22615577974844733,0.10735058765475895,0.6446262358145047,0.14882188400000002,0.36744,0.4764223185736931,-0.07733389574844732,-0.16820391724081163,-0.0639724334905812,team_by_market,PIT,-0.6397243349058119,[1]
,4,False,receptions,0.2548110796834663,0.2757425836268491,0.7030335751889842,0.1724125,0.4047,0.5310172247234527,-0.08239857968346628,-0.17201635046553154,0.00991379310344831,team_by_market,TEN,0.03965517241379324,[1]
,6,False,rushing_yards,0.23191567864746288,0.14296605610019095,0.6568455579154711,0.14364720666666667,0.3746666666666667,0.4735936772503941,-0.08826847198079621,-0.18325188066507697,-0.07901524305232827,team_by_market,SF,-0.4740914583139696,[1]
,8,False,rushing_yards,0.2508106595500369,0.13133131322379457,0.6947665418138265,0.158691835,0.3977,0.5077268729526598,-0.09211882455003689,-0.18703966886116663,-0.055441372306031786,team_by_market,TEN,-0.4435309784482543,[1]
,6,False,rushing_yards,0.25860959824227425,0.3417884324242861,0.7103745201979424,0.16440447,0.39936666666666665,0.5169595903326416,-0.09420512824227426,-0.19341492986530084,-0.03634085213032584,team_by_market,GB,-0.21804511278195504,[1]
,4,False,rushing_attempts,0.2667102736770153,0.06273756302701777,0.7269810787677267,0.166742865,0.39944999999999997,0.5199673829626258,-0.09996740867701528,-0.20701369580510087,-0.007692307692307693,team_by_market,DEN,-0.03076923076923077,[1]
,2,False,passing_tds,0.18768778763156085,0.4325882730644826,0.5675330217005126,0.06922161,0.2631,0.3053030812091834,-0.11846617763156085,-0.26222994049132914,-0.14028776978417268,team_by_market,NE,-0.28057553956834536,[1]
,10,False,rushing_yards,0.2473077878601107,0.08382810485466183,0.6877456756077531,0.10576375200000002,0.32320000000000004,0.3918173652313763,-0.1415440358601107,-0.29592831037637685,-0.06030436260141882,team_by_market,MIA,-0.6030436260141881,[1]
,2,False,passing_tds,0.2364650115545675,0.014971767572078465,0.6660462742679675,0.07935488999999998,0.28169999999999995,0.3308679699013811,-0.15711012155456752,-0.33517830436658635,-0.06140350877192985,team_by_market,MIA,-0.1228070175438597,[1]
,2,False,passing_tds,0.3044057389518665,0.5507575355316023,0.8028551446444419,0.14699556,0.38339999999999996,0.483534763530087,-0.15741017895186651,-0.31932038111435485,0.125,team_by_market,KC,0.25,[1]
,4,False,passing_tds,0.29054126868442587,0.18227422134508206,0.7813342859941501,0.12753616,0.3096,0.4048762749687791,-0.16300510868442586,-0.376458011025371,0.1,team_by_market,NO,0.4,[1]
,10,False,passing_yards,0.2562262957725865,0.4061093928520932,0.7056083725759569,0.083861356,0.28884000000000004,0.34128499841912247,-0.1723649397725865,-0.3643233741568344,-0.04199580646949068,team_by_market,LAR,-0.4199580646949068,[1]
,8,False,receptions,0.2628324027862141,0.2733464733580539,0.7188688753959361,0.0892776975,0.28597500000000003,0.34421774146713613,-0.1735547052862141,-0.3746511339288,-0.0030455386037910315,team_by_market,MIA,-0.024364308830328252,[1]
,32,True,receiving_yards,0.24682277511234418,0.1488374347526238,0.6867870191490036,0.06958566000000001,0.0869875,0.21125695595043947,-0.1772371151123442,-0.47553006319856417,-0.05730714799668582,team_by_market,CIN,-1.8338287358939462,[1]
,2,False,passing_tds,0.24571196903094983,0.021199359325094036,0.6845547391166238,0.0625,0.25,0.2876820724517809,-0.18321196903094983,-0.3968726666648429,-0.028301886792452824,team_by_market,JAX,-0.05660377358490565,[1]
,6,False,rushing_attempts,0.24910598359186972,0.19938904837374993,0.6912967268514681,0.061115029999999994,0.24423333333333333,0.28128516876946524,-0.18799095359186974,-0.4100115580820029,-0.04092592592592592,team_by_market,MIA,-0.24555555555555553,[1]
,2,False,passing_tds,0.19523174527768428,0.4411895096445553,0.5828801421238666,0.0017892900000000002,0.042300000000000004,0.043220702454563435,-0.19344245527768428,-0.5396594396693032,-0.12962962962962965,team_by_market,ATL,-0.2592592592592593,[1]
,4,False,rushing_attempts,0.26570113801946643,0.047875122186693014,0.724782905300289,0.070280865,0.25695,0.3008625110257623,-0.19542027301946643,-0.4239203942745267,-0.005888429752066132,team_by_market,BAL,-0.02355371900826453,[1]
,10,False,passing_yards,0.2503490512960457,0.09623487058211479,0.6938473011129889,0.049045604,0.21988,0.24889432704027578,-0.20130344729604568,-0.44495297407271306,-0.056883200592319494,team_by_market,WAS,-0.5688320059231949,[1]
,12,False,passing_yards,0.24784157236509816,0.1644723692089801,0.6888285078195545,0.04587721833333334,0.21175000000000002,0.2387702762738576,-0.20196435403176483,-0.4500582315456969,-0.06259690274923867,team_by_market,CAR,-0.7511628329908641,[1]
,2,False,passing_tds,0.21195191371519367,0.4593704029841933,0.6166156541142631,0.00996004,0.0998,0.10513831812330474,-0.20199187371519367,-0.5114773359909583,-0.08333333333333331,team_by_market,DAL,-0.16666666666666663,[1]
,2,False,rushing_attempts,0.21444936649014892,0.462777652041773,0.6218393084266248,0.008335690000000005,0.09130000000000002,0.0957402722808358,-0.20611367649014892,-0.526099036145789,-0.09999999999999998,team_by_market,NE,-0.19999999999999996,[1]
,10,False,rushing_yards,0.25081195650315674,0.005309104427807276,0.694771578337494,0.039725659999999996,0.19712000000000002,0.22022638104166248,-0.21108629650315675,-0.47454519729583156,-0.058760235485209325,team_by_market,BUF,-0.5876023548520932,[1]
,8,False,passing_yards,0.2512779876739497,0.12626518218623484,0.6957035068688566,0.035787824999999995,0.1889,0.2094434836942821,-0.21549016267394971,-0.4862600231745745,-0.05736518915866742,team_by_market,BUF,-0.4589215132693394,[1]
,8,False,passing_yards,0.24820552958296993,0.24819126733565328,0.6895578791520673,0.030503984999999997,0.17279999999999995,0.1901795054108219,-0.21770154458296992,-0.49937837374124544,-0.06136975759907656,team_by_market,LAC,-0.4909580607926125,[1]
,6,False,rushing_yards,0.2562087364571349,0.01451364288694553,0.7055812302126023,0.025304206666666662,0.1576,0.17183073037466498,-0.23090452979046822,-0.5337504998379373,-0.03092501368363439,team_by_market,DAL,-0.18555008210180635,[1]
,38,True,receiving_yards,0.24936624808564603,0.10030412090920524,0.6918837331579752,0.009013877895,0.05176868421052631,0.056965201540621034,-0.24035237019064604,-0.6349185316173542,-0.05627927153797378,team_by_market,MIA,-2.1386123184430037,[1]
,12,False,passing_yards,0.24273919489857046,0.074766432594112,0.6785893404811884,1.0000000000287556e-12,1.000000000014378e-06,1.000000500029089e-06,-0.24273919489757045,-0.6785883404806883,-0.06781375652803935,team_by_market,DAL,-0.8137650783364722,[1]
,4,False,rushing_attempts,0.2599185712086956,0.30687005820264135,0.7133484502185748,0.014203300000000002,0.0993,0.10726681167512236,-0.2457152712086956,-0.6060816385434524,-0.017151162790697644,team_by_market,DAL,-0.06860465116279058,[1]
,10,False,passing_yards,0.2529152544000999,0.2040664794661012,0.6989802631575788,8.000799999999142e-09,4.0800000000031505e-05,4.080400093343221e-05,-0.25291524639929985,-0.6989394591566453,-0.050573340047024275,team_by_market,JAX,-0.5057334004702427,[1]
,8,False,passing_yards,0.2552137137070743,0.25560942710577217,0.7035849806298826,7.780500000000003e-05,0.008800000000000016,0.00883913442215986,-0.2551359087070743,-0.6947458462077227,-0.04010737069947597,team_by_market,MIA,-0.32085896559580773,[1]
,12,False,passing_yards,0.2568131925194064,0.25764218111824083,0.7067873910609738,0.0008030066666666666,0.027899999999999963,0.028309617483444488,-0.2560101858527397,-0.6784777735775293,-0.04638760073542683,team_by_market,PIT,-0.556651208825122,[1]
,6,False,rushing_yards,0.27059817093388333,0.3546061313492764,0.7344975498466262,0.0022190999999999986,0.04653333333333327,0.04768040203967521,-0.26837907093388336,-0.686817147806951,-0.015001365001364989,team_by_market,NE,-0.09000819000818994,[1]
,6,False,rushing_yards,0.287499240830476,0.20382585692148222,0.7692516146205334,0.010262416666666664,0.09409999999999998,0.09970029006736365,-0.27723682416380935,-0.6695513245531697,0.022713981924508242,team_by_market,JAX,0.13628389154704945,[1]
