count,extreme_mean,extreme_minus_non_extreme,feature,feature_class,non_extreme_mean,pearson,rank,scope,spearman,target
42,0.4280219231258916,0.05106191232557089,relative_dispersion,distribution_geometry,0.3769600108003207,0.08471499522697615,10,rushing_attempts,0.12760956816683594,probability_extremeness
42,11.0,-4.0285714285714285,unique_values,distribution_geometry,15.028571428571428,-0.12067573888432574,11,rushing_attempts,-0.10091033996042625,probability_extremeness
42,10.285714285714286,-4.114285714285714,support_width,distribution_geometry,14.4,-0.11752803662071012,12,rushing_attempts,-0.07763426834289434,probability_extremeness
42,34.0,0.0,team_history_rows,history_depth,34.0,,13,rushing_attempts,,probability_extremeness
98,-2.3631066335530004,-2.0213420549423846,standardized_mean_line_gap,distribution_geometry,-0.3417645786106159,-0.6359398305903137,1,rushing_yards,-0.6931188595400672,probability_extremeness
98,-15.240830853988816,-12.004709901766573,mean_minus_line,distribution_geometry,-3.236120952222244,-0.48320795357813023,2,rushing_yards,-0.6401762204413162,probability_extremeness
98,10.4,-4.805128205128204,player_history_games,history_depth,15.205128205128204,-0.6241571686014873,3,rushing_yards,-0.5986980933790419,probability_extremeness
98,33.8,9.710256410256406,line,distribution_geometry,24.08974358974359,0.20663601468092724,4,rushing_yards,0.290050307245248,probability_extremeness
98,64.9079774695401,-10.164640054051446,support_width,distribution_geometry,75.07261752359155,-0.2252822856725522,5,rushing_yards,-0.24094463097957441,probability_extremeness
98,18.559169146011183,-2.294453491510165,simulated_mean,distribution_geometry,20.853622637521347,-0.1470807342566823,6,rushing_yards,-0.19908893150585652,probability_extremeness
98,8.86440785663772,-0.7441318678024711,simulated_stddev,distribution_geometry,9.608539724440192,-0.17222436818069964,7,rushing_yards,-0.19908893150585652,probability_extremeness
98,17.596475620120433,-2.1393306890541233,simulated_median,distribution_geometry,19.735806309174556,-0.14612849956304202,8,rushing_yards,-0.19817014785887246,probability_extremeness
98,0.5597975481858589,0.032177355739418045,relative_dispersion,distribution_geometry,0.5276201924464409,0.18591145659002992,9,rushing_yards,0.1796285834273749,probability_extremeness
98,0.102765,0.024104743589743585,zero_mass,distribution_geometry,0.07866025641025641,0.20239013944142767,10,rushing_yards,0.17120601796944374,probability_extremeness
98,8973.2,-241.0820512820501,unique_values,distribution_geometry,9214.28205128205,-0.20238332451000388,11,rushing_yards,-0.1704912244132201,probability_extremeness
98,549.1,-1.3358974358974365,league_team_history_rows,history_depth,550.4358974358975,-0.04706426450099126,12,rushing_yards,-0.0033423976027610915,probability_extremeness
98,34.0,0.0,team_history_rows,history_depth,34.0,,13,rushing_yards,,probability_extremeness
